ecg (ms)	filtered ecg (ms2)
0.0460844	0.0000157
0.0488311	0.0000159
0.0561558	0.0000161
0.0601233	0.0000161
0.0653116	0.0000161
0.0695843	0.0000162
0.0741622	0.0000162
0.0759934	0.0000163
0.0781298	0.0000165
0.0747726	0.0000167
0.0701947	0.0000171
0.0677532	0.0000175
0.0662272	0.0000181
0.0711103	0.0000188
0.076909	0.0000195
0.084844	0.0000204
0.0888116	0.0000214
0.0897272	0.0000226
0.0839285	0.0000238
0.0750778	0.0000251
0.0647012	0.0000263
0.0540194	0.0000274
0.0433376	0.0000282
0.0357077	0.0000287
0.0259415	0.0000289
0.0170909	0.0000287
0.0054935	0.0000283
-0.0030519	0.0000278
-0.010987	0.0000272
-0.0100714	0.0000268
-0.0076299	0.0000265
0.0018312	0.0000264
0.0100714	0.0000263
0.0198376	0.0000263
0.0265519	0.0000264
0.0335714	0.0000264
0.0335714	0.0000266
0.0350974	0.0000268
0.0308246	0.0000273
0.0305194	0.0000279
0.0231948	0.0000286
0.0195324	0.0000294
0.0057987	0.0000303
-0.0030519	0.0000312
-0.0103766	0.0000322
-0.0103766	0.0000334
-0.0115974	0.0000347
0.0003052	0.0000362
0.0033571	0.000038
0.010987	0.00004
0.0115974	0.0000422
0.0131234	0.0000447
0.0079351	0.0000474
0.0097662	0.0000504
0.001526	0.0000538
0.0009156	0.0000575
-0.0030519	0.0000615
-0.0003052	0.0000659
0.0018312	0.0000707
0.0122078	0.0000759
0.0167857	0.0000815
0.0274675	0.0000875
0.0280779	0.000094
0.0326558	0.000101
0.0299091	0.0001086
0.031435	0.0001169
0.0277727	0.0001258
0.0289935	0.0001356
0.0259415	0.0001461
0.0286883	0.0001576
0.0265519	0.0001701
0.0289935	0.0001835
0.0259415	0.0001981
0.0268571	0.0002139
0.0189221	0.000231
0.0170909	0.0002495
0.0085454	0.0002695
0.0085454	0.0002912
0.0067143	0.0003146
0.0097662	0.00034
0.0128182	0.0003675
0.0149545	0.0003972
0.0137337	0.0004294
0.0152597	0.0004642
0.0158701	0.0005019
0.0186169	0.0005428
0.0173961	0.0005869
0.0195324	0.0006347
0.0180065	0.0006864
0.0189221	0.0007423
0.0137337	0.0008028
0.0115974	0.0008682
0.0057987	0.0009387
0.0018312	0.0010149
-0.0057987	0.0010971
-0.0106818	0.001186
-0.0186169	0.001282
-0.020448	0.0013859
-0.0189221	0.0014983
-0.0085454	0.0016197
0.0091558	0.00175
0.0347922	0.0018887
0.067448	0.0020342
0.108344	0.0021838
0.1568699	0.0023336
0.2133309	0.0024787
0.2795581	0.0026131
0.3567723	0.0027305
0.4471098	0.0028257
0.5441616	0.0028955
0.6482329	0.0029401
0.7452847	0.002964
0.8279924	0.0029753
0.8829274	0.0029847
0.905817	0.0030025
0.8960508	0.0030355
0.853934	0.0030853
0.7883172	0.0031473
0.7031679	0.0032113
0.6024538	0.0032644
0.4919734	0.0032935
0.3741683	0.003288
0.2609412	0.0032423
0.1544284	0.0031561
0.0634804	0.003034
-0.0122078	0.0028843
-0.067448	0.0027169
-0.108344	0.0025414
-0.1324544	0.0023656
-0.1461881	0.0021955
-0.1495453	0.0020344
-0.1510712	0.0018841
-0.1504608	0.0017448
-0.1513764	0.0016163
-0.1495453	0.0014976
-0.1455777	0.001388
-0.1355063	0.0012865
-0.1220778	0.0011925
-0.1086492	0.0011054
-0.0982726	0.0010245
-0.0912531	0.0009495
-0.089422	0.00088
-0.0891168	0.0008157
-0.0903375	0.0007562
-0.087896	0.0007012
-0.0842337	0.0006505
-0.0781298	0.0006036
-0.0695843	0.0005602
-0.0585973	0.0005201
-0.0494415	0.0004829
-0.0393701	0.0004485
-0.032961	0.0004166
-0.0262467	0.0003871
-0.0238052	0.0003599
-0.0256363	0.0003348
-0.0262467	0.0003116
-0.0262467	0.0002903
-0.0228896	0.0002707
-0.0167857	0.0002526
-0.0067143	0.0002358
0.0057987	0.0002202
0.0170909	0.0002057
0.0262467	0.000192
0.0335714	0.0001792
0.0384545	0.0001671
0.0436428	0.0001557
0.0476103	0.000145
0.0546298	0.000135
0.0607337	0.0001255
0.0689739	0.0001167
0.0720259	0.0001084
0.0766038	0.0001007
0.0781298	0.0000935
0.0787402	0.0000869
0.0772142	0.0000807
0.0811817	0.000075
0.0830129	0.0000698
0.0872856	0.000065
0.0875908	0.0000605
0.0906427	0.0000565
0.0906427	0.0000527
0.0921687	0.0000493
0.0903375	0.0000462
0.0903375	0.0000434
0.0882012	0.0000408
0.0912531	0.0000385
0.0918635	0.0000364
0.0961362	0.0000346
0.0976622	0.0000329
0.0979674	0.0000315
0.0949155	0.0000303
0.0918635	0.0000292
0.0872856	0.0000283
0.0875908	0.0000276
0.0921687	0.0000271
0.0967466	0.0000267
0.1031557	0.0000264
0.108344	0.0000261
0.1144479	0.0000259
0.1205518	0.0000257
0.1257401	0.0000254
0.1321492	0.0000252
0.1367271	0.0000249
0.1388635	0.0000247
0.141305	0.0000246
0.1422206	0.0000245
0.1452725	0.0000245
0.1452725	0.0000247
0.1464933	0.000025
0.1437466	0.0000255
0.1425258	0.0000261
0.1419154	0.0000268
0.1394738	0.0000276
0.1361167	0.0000285
0.1294024	0.0000292
0.1165843	0.0000296
0.1034609	0.0000298
0.0860648	0.0000295
0.0729415	0.0000287
0.0601233	0.0000276
0.0543246	0.0000262
0.0500519	0.0000247
0.051883	0.0000231
0.0524934	0.0000217
0.0558506	0.0000203
0.0555454	0.000019
0.0576817	0.0000178
0.0552402	0.0000168
0.0579869	0.0000158
0.0558506	0.000015
0.0579869	0.0000143
0.0546298	0.0000136
0.0561558	0.000013
0.0512727	0.0000125
0.0479155	0.000012
0.0387597	0.0000116
0.0384545	0.0000112
0.034487	0.0000109
0.0384545	0.0000107
0.0442532	0.0000105
0.0558506	0.0000103
0.0604285	0.0000101
0.0701947	0.0000098
0.0695843	0.0000095
0.075383	0.0000092
0.0744674	0.0000088
0.0787402	0.0000085
0.0750778	0.0000083
0.0744674	0.0000081
0.0683635	0.0000079
0.0668376	0.0000078
0.0619545	0.0000076
0.0607337	0.0000075
0.0570714	0.0000075
0.0592077	0.0000074
0.0573765	0.0000074
0.0601233	0.0000074
0.0555454	0.0000074
0.0537142	0.0000074
0.0463896	0.0000074
0.0436428	0.0000075
0.0399805	0.0000076
0.0433376	0.0000077
0.0427272	0.0000078
0.0451688	0.0000079
0.0405909	0.000008
0.0366233	0.0000081
0.0253311	0.000008
0.0180065	0.0000079
0.0079351	0.0000077
0.0033571	0.0000074
-0.0009156	0.0000071
0.0006104	0.0000067
0.0027467	0.0000064
0.0079351	0.0000061
0.0088506	0.0000059
0.0100714	0.0000056
0.012513	0.0000054
0.0134286	0.0000052
0.0155649	0.0000051
0.0149545	0.0000049
0.0158701	0.0000048
0.0173961	0.0000046
0.020448	0.0000045
0.021974	0.0000045
0.0228896	0.0000044
0.0222792	0.0000043
0.0216688	0.0000043
0.0201428	0.0000043
0.0192272	0.0000044
0.0213636	0.0000044
0.0259415	0.0000044
0.0289935	0.0000045
0.0350974	0.0000046
0.0350974	0.0000047
0.0366233	0.0000048
0.0320454	0.000005
0.0289935	0.0000052
0.0231948	0.0000054
0.0216688	0.0000056
0.020448	0.0000057
0.020448	0.0000059
0.0167857	0.000006
0.0146493	0.0000061
0.0048831	0.0000062
0.0009156	0.0000061
-0.0079351	0.000006
-0.0088506	0.0000059
-0.0119026	0.0000058
-0.0073247	0.0000057
-0.0061039	0.0000057
-0.0021364	0.0000056
-0.0030519	0.0000056
-0.0009156	0.0000057
-0.0030519	0.0000057
-0.0009156	0.0000057
-0.0021364	0.0000058
0.0057987	0.0000058
0.0088506	0.0000059
0.0167857	0.0000059
0.0186169	0.0000059
0.0231948	0.000006
0.020448	0.0000061
0.0189221	0.0000062
0.0073247	0.0000063
0.0030519	0.0000064
-0.0082402	0.0000065
-0.0100714	0.0000065
-0.0143441	0.0000065
-0.0128182	0.0000066
-0.0143441	0.0000066
-0.0076299	0.0000067
-0.0030519	0.0000068
0.0070195	0.0000069
0.012513	0.0000068
0.0225844	0.0000067
0.0262467	0.0000066
0.0302142	0.0000065
0.0253311	0.0000064
0.0228896	0.0000063
0.0131234	0.0000062
0.0091558	0.0000061
0.0009156	0.000006
-0.0003052	0.0000058
-0.0082402	0.0000056
-0.0088506	0.0000053
-0.0112922	0.000005
-0.0091558	0.0000047
-0.0112922	0.0000044
-0.0045779	0.0000042
-0.0051883	0.000004
-0.0021364	0.0000038
-0.0030519	0.0000036
0	0.0000035
-0.0030519	0.0000033
-0.0030519	0.0000032
-0.0067143	0.0000031
-0.0048831	0.000003
-0.0061039	0.000003
-0.0012208	0.0000029
0.0006104	0.0000029
0.0051883	0.0000028
0.0067143	0.0000028
0.0079351	0.0000028
0.0051883	0.0000028
0.0030519	0.0000029
-0.0036623	0.0000029
-0.0070195	0.0000029
-0.0128182	0.000003
-0.0112922	0.0000031
-0.009461	0.0000031
-0.0036623	0.0000032
-0.0006104	0.0000033
0.0033571	0.0000034
0.0076299	0.0000035
0.010987	0.0000036
0.0122078	0.0000036
0.0167857	0.0000036
0.0164805	0.0000037
0.0161753	0.0000037
0.0131234	0.0000038
0.012513	0.0000038
0.0115974	0.0000039
0.0152597	0.000004
0.0201428	0.0000041
0.0253311	0.0000042
0.0292987	0.0000043
0.031435	0.0000044
0.0320454	0.0000045
0.031435	0.0000046
0.0320454	0.0000048
0.0305194	0.0000049
0.0335714	0.0000051
0.0347922	0.0000053
0.034487	0.0000056
0.0296039	0.0000059
0.0277727	0.0000062
0.0244156	0.0000066
0.0262467	0.000007
0.0280779	0.0000074
0.0347922	0.0000079
0.0378441	0.0000083
0.0445584	0.0000088
0.0448636	0.0000092
0.0482207	0.0000096
0.0509675	0.0000099
0.0579869	0.0000102
0.0637856	0.0000105
0.0708051	0.0000109
0.0701947	0.0000113
0.0686687	0.0000117
0.0601233	0.0000122
0.0531038	0.0000127
0.0430324	0.0000131
0.0357077	0.0000134
0.0268571	0.0000136
0.0228896	0.0000138
0.0152597	0.0000139
0.0146493	0.000014
0.0143441	0.0000142
0.020448	0.0000144
0.0265519	0.0000147
0.0326558	0.0000151
0.0323506	0.0000157
0.0302142	0.0000162
0.020448	0.0000169
0.012513	0.0000176
0.0009156	0.0000183
-0.0048831	0.000019
-0.0103766	0.0000197
-0.0103766	0.0000206
-0.0097662	0.0000215
-0.0051883	0.0000226
-0.001526	0.0000237
0.0057987	0.0000251
0.0091558	0.0000265
0.0137337	0.0000281
0.0100714	0.0000299
0.0100714	0.0000318
0.0064091	0.0000339
0.0057987	0.0000362
0.0042727	0.0000388
0.0073247	0.0000416
0.0103766	0.0000446
0.0140389	0.0000479
0.0134286	0.0000515
0.0146493	0.0000554
0.0128182	0.0000597
0.0115974	0.0000643
0.0067143	0.0000694
0.0064091	0.0000748
0.0027467	0.0000807
-0.0009156	0.000087
-0.0030519	0.0000939
0.0012208	0.0001014
0.0009156	0.0001095
0.0033571	0.0001183
0.0067143	0.0001278
0.0064091	0.0001381
0.0054935	0.0001493
0.0045779	0.0001613
0.0048831	0.0001744
0.0067143	0.0001885
0.0091558	0.0002038
0.0131234	0.0002203
0.0164805	0.0002382
0.0186169	0.0002576
0.0186169	0.0002785
0.0149545	0.0003012
0.0134286	0.0003257
0.012513	0.0003522
0.0128182	0.0003809
0.0158701	0.0004119
0.0235	0.0004453
0.0308246	0.0004815
0.0360129	0.0005206
0.0402857	0.0005628
0.0408961	0.0006084
0.0399805	0.0006578
0.0375389	0.0007113
0.0363181	0.0007691
0.0357077	0.0008316
0.0326558	0.0008992
0.0311298	0.0009721
0.0250259	0.0010505
0.0152597	0.0011347
-0.0021364	0.0012248
-0.0222792	0.0013213
-0.0451688	0.0014245
-0.0631752	0.0015355
-0.0741622	0.0016552
-0.0766038	0.0017849
-0.0686687	0.0019254
-0.0500519	0.0020771
-0.0222792	0.0022391
0.0112922	0.0024092
0.0561558	0.0025834
0.1126167	0.0027558
0.1828115	0.0029192
0.2667399	0.0030654
0.3631813	0.0031866
0.4706098	0.0032771
0.5826161	0.0033347
0.6882134	0.0033621
0.7831289	0.0033671
0.8533236	0.0033611
0.9006287	0.0033568
0.9116157	0.0033648
0.8945248	0.0033913
0.8435573	0.0034355
0.7721419	0.0034902
0.6741744	0.0035428
0.5661356	0.0035788
0.4416163	0.0035845
0.3183178	0.0035507
0.1992919	0.0034736
0.0985778	0.0033557
0.0122078	0.0032043
-0.0473051	0.0030295
-0.0946103	0.0028418
-0.1229933	0.0026506
-0.1467985	0.0024628
-0.155344	0.0022832
-0.1669413	0.0021142
-0.1702985	0.0019568
-0.1693829	0.0018109
-0.1666361	0.0016762
-0.1669413	0.0015517
-0.1657206	0.0014369
-0.1702985	0.001331
-0.174266	0.0012332
-0.1825063	0.0011432
-0.185253	0.0010601
-0.188305	0.0009837
-0.1822011	0.0009132
-0.1791491	0.0008484
-0.1684673	0.0007886
-0.1620582	0.0007334
-0.1495453	0.0006824
-0.1403894	0.0006351
-0.1236037	0.000591
-0.1126167	0.0005499
-0.097357	0.0005116
-0.089422	0.0004759
-0.0805713	0.0004425
-0.0781298	0.0004115
-0.0732467	0.0003828
-0.0729415	0.0003562
-0.0686687	0.0003316
-0.067448	0.0003089
-0.0592077	0.000288
-0.0546298	0.0002687
-0.042422	0.0002508
-0.0360129	0.0002343
-0.0268571	0.000219
-0.0238052	0.0002049
-0.0186169	0.0001917
-0.0158701	0.0001795
-0.0076299	0.0001682
-0.0048831	0.0001575
0.0039675	0.0001475
0.0122078	0.000138
0.0225844	0.0001289
0.034487	0.0001201
0.0491363	0.0001118
0.0558506	0.0001038
0.06287	0.0000963
0.0619545	0.0000893
0.0616493	0.0000828
0.0552402	0.0000768
0.0503571	0.0000713
0.0396753	0.0000661
0.0360129	0.0000613
0.0299091	0.0000569
0.0302142	0.0000528
0.0323506	0.000049
0.0393701	0.0000454
0.043948	0.0000422
0.0494415	0.0000392
0.0497467	0.0000364
0.0500519	0.0000339
0.0497467	0.0000315
0.0515779	0.0000292
0.0521882	0.0000272
0.0555454	0.0000252
0.0576817	0.0000234
0.0619545	0.0000217
0.0637856	0.0000202
0.0653116	0.0000187
0.0662272	0.0000173
0.0653116	0.000016
0.065922	0.0000149
0.0668376	0.0000138
0.0689739	0.0000128
0.0686687	0.0000118
0.0680584	0.000011
0.0677532	0.0000102
0.0686687	0.0000095
0.0671428	0.0000088
0.0698895	0.0000082
0.0695843	0.0000076
0.0711103	0.0000071
0.0711103	0.0000066
0.0732467	0.0000062
0.0711103	0.0000058
0.0717207	0.0000054
0.0680584	0.0000051
0.0695843	0.0000048
0.0665324	0.0000045
0.0686687	0.0000042
0.067448	0.000004
0.0695843	0.0000038
0.0653116	0.0000036
0.067448	0.0000035
0.0653116	0.0000033
0.0650064	0.0000032
0.065922	0.0000031
0.0671428	0.000003
0.0631752	0.000003
0.0653116	0.0000029
0.0607337	0.0000029
0.0625649	0.0000029
0.0607337	0.0000029
0.0634804	0.0000029
0.0616493	0.000003
0.0653116	0.000003
0.06287	0.0000031
0.0647012	0.0000032
0.0613441	0.0000033
0.0616493	0.0000034
0.0589025	0.0000036
0.0622597	0.0000038
0.0619545	0.000004
0.067448	0.0000042
0.065922	0.0000045
0.0686687	0.0000047
0.0656168	0.000005
0.0653116	0.0000054
0.0598181	0.0000057
0.0595129	0.000006
0.0527986	0.0000063
0.0512727	0.0000066
0.0442532	0.0000069
0.0408961	0.0000071
0.0341818	0.0000072
0.032961	0.0000074
0.0280779	0.0000075
0.0283831	0.0000076
0.0277727	0.0000078
0.0299091	0.0000081
0.0308246	0.0000083
0.034487	0.0000087
0.0335714	0.000009
0.0347922	0.0000095
0.0326558	0.0000099
0.0292987	0.0000105
0.0231948	0.000011
0.0177013	0.0000116
0.0134286	0.0000123
0.0115974	0.000013
0.0122078	0.0000137
0.0143441	0.0000146
0.0189221	0.0000155
0.0250259	0.0000164
0.0323506	0.0000172
0.0421168	0.0000179
0.051883	0.0000184
0.0613441	0.0000189
0.0680584	0.0000193
0.0717207	0.0000198
0.0701947	0.0000203
0.064396	0.000021
0.0540194	0.0000217
0.0427272	0.0000223
0.0305194	0.0000227
0.0173961	0.0000228
0.009461	0.0000226
0.0012208	0.0000221
-0.0039675	0.0000214
-0.0079351	0.0000206
-0.009461	0.0000198
-0.0100714	0.000019
-0.0088506	0.0000184
-0.0067143	0.0000178
-0.001526	0.0000174
0.0009156	0.0000169
0.0054935	0.0000166
0.0088506	0.0000161
0.0161753	0.0000157
0.0225844	0.0000152
0.0299091	0.0000147
0.0341818	0.0000141
0.0366233	0.0000136
0.0323506	0.0000132
0.0302142	0.0000128
0.0253311	0.0000125
0.0265519	0.0000122
0.0259415	0.000012
0.0292987	0.0000119
0.0286883	0.0000119
0.0286883	0.0000118
0.0238052	0.0000118
0.0189221	0.0000118
0.0085454	0.0000117
0.0009156	0.0000115
-0.0073247	0.0000112
-0.0122078	0.0000109
-0.0155649	0.0000106
-0.0128182	0.0000103
-0.0115974	0.0000101
-0.0064091	0.0000099
-0.0048831	0.0000098
-0.0006104	0.0000097
-0.001526	0.0000097
0.001526	0.0000097
-0.0006104	0.0000097
0.0009156	0.0000098
-0.0012208	0.0000099
0.0036623	0.00001
0.0054935	0.0000101
0.0146493	0.0000102
0.0186169	0.0000104
0.020448	0.0000105
0.0241104	0.0000108
0.0265519	0.000011
0.0225844	0.0000114
0.0210584	0.0000117
0.0115974	0.000012
0.0036623	0.0000123
-0.0073247	0.0000123
-0.0186169	0.0000122
-0.0283831	0.000012
-0.032961	0.0000118
-0.0335714	0.0000116
-0.0308246	0.0000114
-0.0235	0.0000113
-0.0100714	0.0000111
0.0018312	0.0000109
0.0140389	0.0000106
0.0186169	0.0000102
0.0201428	0.0000098
0.0158701	0.0000094
0.0115974	0.000009
0.0036623	0.0000086
0.0003052	0.0000083
-0.0030519	0.0000081
-0.0030519	0.0000079
-0.0030519	0.0000076
-0.001526	0.0000075
-0.0030519	0.0000073
-0.0039675	0.0000072
-0.0054935	0.0000071
-0.0073247	0.000007
-0.0103766	0.0000069
-0.0122078	0.0000069
-0.0149545	0.0000069
-0.0161753	0.0000069
-0.0177013	0.000007
-0.0164805	0.0000071
-0.0155649	0.0000072
-0.0128182	0.0000074
-0.0134286	0.0000076
-0.0134286	0.0000079
-0.0119026	0.0000082
-0.0073247	0.0000084
-0.0024416	0.0000087
0.0033571	0.0000089
0.0079351	0.0000091
0.0115974	0.0000092
0.0164805	0.0000094
0.0198376	0.0000094
0.0231948	0.0000096
0.0228896	0.0000097
0.0216688	0.0000099
0.020448	0.0000101
0.0177013	0.0000104
0.0177013	0.0000108
0.0189221	0.0000112
0.0149545	0.0000116
0.0134286	0.000012
0.0051883	0.0000124
-0.0012208	0.0000129
-0.0073247	0.0000133
-0.0088506	0.0000138
-0.0103766	0.0000144
-0.0073247	0.000015
-0.0045779	0.0000157
0.0036623	0.0000163
0.0119026	0.0000169
0.0244156	0.0000172
0.0381493	0.0000173
0.0485259	0.0000172
0.0558506	0.0000169
0.0613441	0.0000167
0.0582921	0.0000164
0.0531038	0.0000163
0.0436428	0.0000162
0.032961	0.0000161
0.0235	0.0000159
0.0143441	0.0000156
0.0067143	0.0000151
0.0039675	0.0000146
-0.0003052	0.0000141
0.0006104	0.0000136
0.0030519	0.0000132
0.0088506	0.0000128
0.0155649	0.0000125
0.0256363	0.0000122
0.0323506	0.0000118
0.0384545	0.0000114
0.0412012	0.0000111
0.0418116	0.0000108
0.0366233	0.0000105
0.0283831	0.0000103
0.0180065	0.0000101
0.0082402	0.0000098
0.0009156	0.0000095
-0.0030519	0.0000091
-0.0039675	0.0000086
-0.0042727	0.0000082
-0.0018312	0.0000078
0.001526	0.0000074
0.0042727	0.000007
0.0048831	0.0000067
0.0045779	0.0000065
0.0030519	0.0000063
-0.0006104	0.0000061
-0.0061039	0.0000059
-0.0106818	0.0000058
-0.0140389	0.0000057
-0.0152597	0.0000056
-0.0137337	0.0000055
-0.0085454	0.0000055
-0.0054935	0.0000055
-0.0003052	0.000049
0.0027467	0.0000526
0.0036623	0.0000565
0.0033571	0.0000607
0.0042727	0.0000653
0.0042727	0.0000703
0.0051883	0.0000757
0.0042727	0.0000816
0.0039675	0.000088
-0.0012208	0.0000948
-0.0073247	0.0001022
-0.0155649	0.0001101
-0.0222792	0.0001186
-0.0305194	0.0001277
-0.0332662	0.0001375
-0.0341818	0.0001482
-0.0292987	0.0001598
-0.0241104	0.0001723
-0.0146493	0.0001859
-0.0119026	0.0002007
-0.0082402	0.0002166
-0.0097662	0.0002339
-0.0112922	0.0002526
-0.0140389	0.0002728
-0.0128182	0.0002948
-0.0161753	0.0003186
-0.0146493	0.0003443
-0.0149545	0.0003722
-0.0128182	0.0004023
-0.0131234	0.000435
-0.0122078	0.0004703
-0.0122078	0.0005086
-0.0134286	0.00055
-0.0183117	0.0005948
-0.0189221	0.0006433
-0.0189221	0.0006957
-0.010987	0.0007524
-0.0067143	0.0008138
0.0036623	0.0008802
0.0061039	0.000952
0.0067143	0.0010296
-0.0027467	0.0011134
-0.0137337	0.0012036
-0.0332662	0.0013006
-0.0500519	0.0014048
-0.0689739	0.0015169
-0.0814869	0.0016378
-0.0882012	0.0017686
-0.0827077	0.0019102
-0.0683635	0.002063
-0.0402857	0.0022265
-0.0009156	0.002399
0.0497467	0.0025772
0.1046817	0.0027567
0.1678569	0.0029314
0.2380516	0.0030947
0.3177074	0.0032396
0.4077397	0.0033597
0.5063175	0.0034508
0.6128304	0.0035117
0.7165965	0.0035456
0.8124275	0.0035599
0.8844534	0.0035657
0.9332845	0.0035754
0.9473234	0.0035993
0.9305378	0.0036433
0.8801807	0.0037059
0.8057132	0.0037789
0.7010316	0.0038481
0.5813953	0.003897
0.4440579	0.0039103
0.3100775	0.0038776
0.1809803	0.0037952
0.0762986	0.0036665
-0.0122078	0.0035004
-0.0723311	0.0033087
-0.1171947	0.0031034
-0.1416102	0.0028948
-0.1626686	0.0026905
-0.1712141	0.0024954
-0.1818959	0.0023118
-0.1876946	0.0021407
-0.197766	0.0019822
-0.2008179	0.0018356
-0.2102789	0.0017004
-0.2093634	0.0015756
-0.2130257	0.0014606
-0.2081426	0.0013546
-0.2053958	0.0012568
-0.1953244	0.0011666
-0.1889153	0.0010835
-0.1785387	0.0010067
-0.1745712	0.0009358
-0.166331	0.0008703
-0.1611426	0.0008097
-0.1495453	0.0007537
-0.1403894	0.0007019
-0.1239089	0.0006539
-0.1162791	0.0006094
-0.1025453	0.0005683
-0.095831	0.0005302
-0.0946103	0.000495
-0.0997986	0.0004625
-0.0952207	0.0004323
-0.0891168	0.0004041
-0.0695843	0.0003777
-0.0473051	0.0003528
-0.0216688	0.000329
-0.0048831	0.0003063
0.0091558	0.0002847
0.0115974	0.0002644
0.0140389	0.0002454
0.0067143	0.0002278
0.0030519	0.0002116
-0.0051883	0.0001968
-0.0061039	0.000183
-0.0146493	0.0001703
-0.0177013	0.0001586
-0.0238052	0.0001477
-0.0259415	0.0001377
-0.0305194	0.0001285
-0.0265519	0.00012
-0.0235	0.0001123
-0.0149545	0.0001053
-0.0082402	0.0000988
0.0033571	0.0000928
0.0082402	0.0000872
0.0152597	0.0000819
0.0164805	0.0000769
0.0195324	0.0000722
0.0192272	0.0000678
0.0241104	0.0000636
0.0286883	0.0000596
0.0390649	0.0000558
0.0488311	0.0000521
0.0601233	0.0000486
0.0662272	0.0000454
0.067448	0.0000423
0.0610389	0.0000394
0.0543246	0.0000368
0.0457792	0.0000345
0.0412012	0.0000323
0.0457792	0.0000303
0.0552402	0.0000285
0.0671428	0.0000269
0.0790454	0.0000254
0.0824025	0.000024
0.0802661	0.0000228
0.0714155	0.0000217
0.0592077	0.0000207
0.0463896	0.0000197
0.0360129	0.0000187
0.0308246	0.0000178
0.0311298	0.0000169
0.0363181	0.000016
0.0433376	0.0000152
0.0500519	0.0000145
0.0521882	0.000014
0.0500519	0.0000135
0.045474	0.000013
0.0396753	0.0000127
0.0323506	0.0000124
0.0289935	0.0000123
0.0292987	0.0000121
0.0405909	0.000012
0.0509675	0.000012
0.06287	0.0000119
0.0692791	0.0000118
0.0744674	0.0000117
0.0689739	0.0000117
0.0637856	0.0000117
0.0537142	0.0000118
0.0491363	0.000012
0.0442532	0.0000121
0.0445584	0.0000123
0.043948	0.0000124
0.0427272	0.0000125
0.0375389	0.0000126
0.0335714	0.0000127
0.0262467	0.0000128
0.0192272	0.000013
0.0183117	0.0000133
0.0225844	0.0000136
0.0302142	0.000014
0.0442532	0.0000143
0.0531038	0.0000145
0.064396	0.0000146
0.0680584	0.0000146
0.0714155	0.0000145
0.0701947	0.0000145
0.0695843	0.0000144
0.0671428	0.0000145
0.0689739	0.0000147
0.065922	0.0000149
0.0622597	0.0000151
0.0509675	0.0000153
0.042422	0.0000155
0.0317402	0.0000156
0.0302142	0.0000157
0.0277727	0.0000158
0.0311298	0.0000158
0.0347922	0.0000159
0.0360129	0.000016
0.0308246	0.0000161
0.0238052	0.0000163
0.0103766	0.0000164
0.0012208	0.0000166
-0.0048831	0.0000169
-0.0027467	0.0000173
0.0048831	0.0000178
0.0173961	0.0000183
0.0271623	0.0000188
0.0369285	0.0000194
0.0405909	0.0000199
0.0421168	0.0000204
0.042422	0.0000209
0.0408961	0.0000216
0.0393701	0.0000224
0.0381493	0.0000232
0.0366233	0.0000243
0.0335714	0.0000254
0.0305194	0.0000267
0.0299091	0.000028
0.0238052	0.0000292
0.0170909	0.0000304
0.0073247	0.0000315
-0.0021364	0.0000324
-0.0134286	0.0000332
-0.0231948	0.0000339
-0.031435	0.0000345
-0.0338766	0.0000352
-0.0341818	0.0000362
-0.0292987	0.0000373
-0.0222792	0.0000385
-0.0140389	0.0000399
-0.0027467	0.0000411
0.0100714	0.0000422
0.021974	0.0000429
0.0320454	0.0000434
0.0402857	0.0000437
0.0463896	0.0000439
0.0500519	0.0000442
0.0540194	0.0000446
0.0558506	0.0000454
0.0488311	0.0000463
0.0384545	0.0000473
0.0216688	0.0000481
0.0021364	0.0000485
-0.0180065	0.0000485
-0.031435	0.0000481
-0.0396753	0.0000473
-0.0418116	0.0000465
-0.0387597	0.0000458
-0.032961	0.0000453
-0.0280779	0.000045
-0.0244156	0.000045
-0.0210584	0.0000451
-0.0131234	0.0000452
-0.0042727	0.0000451
0.0085454	0.0000449
0.0198376	0.0000444
0.0335714	0.0000438
0.0436428	0.0000431
0.051883	0.0000425
0.0509675	0.000042
0.0445584	0.0000417
0.0326558	0.0000417
0.0170909	0.000042
0.0048831	0.0000424
0.0009156	0.000043
0.0048831	0.0000438
0.0173961	0.0000448
0.0277727	0.000046
0.0320454	0.0000473
0.0222792	0.0000487
0.0042727	0.00005
-0.0198376	0.0000509
-0.0402857	0.0000515
-0.0589025	0.0000516
-0.0708051	0.0000515
-0.0775194	0.0000514
-0.0775194	0.0000514
-0.0704999	0.0000517
-0.0552402	0.0000522
-0.0421168	0.0000529
-0.0250259	0.0000535
-0.0134286	0.0000541
-0.0057987	0.0000545
-0.0003052	0.0000549
0.0024416	0.0000554
-0.0012208	0.0000561
-0.0006104	0.0000571
-0.0024416	0.0000584
-0.0039675	0.0000601
-0.0088506	0.0000621
-0.0131234	0.0000644
-0.020448	0.0000669
-0.0259415	0.0000697
-0.031435	0.0000727
-0.034487	0.000076
-0.0387597	0.0000796
-0.0430324	0.0000837
-0.0473051	0.0000883
-0.0485259	0.0000934
-0.045474	0.0000988
-0.0366233	0.0001043
-0.0186169	0.0001095
0.0073247	0.000114
0.0393701	0.0001176
0.0704999	0.0001206
0.0939999	0.0001233
0.1046817	0.0001264
0.0982726	0.0001301
0.0750778	0.0001342
0.0421168	0.0001382
0.0024416	0.0001412
-0.0335714	0.0001424
-0.06287	0.0001417
