ecg (ms)	filtered ecg (ms2)
0.0613441	0.0061335
0.0692791	0.0057399
0.0112922	0.005376
-0.0790454	0.0050437
-0.1709089	0.0047423
-0.2316426	0.0044702
-0.2447659	0.0042256
-0.2044803	0.0040063
-0.1284868	0.0038088
-0.0250259	0.0036277
0.0607337	0.0034578
0.1095648	0.0032952
0.1458829	0.0031389
0.2111945	0.0029908
0.2929866	0.0028547
0.3607398	0.0027338
0.3598242	0.0026284
0.2765061	0.0025346
0.1144479	0.0024455
-0.0820973	0.0023549
-0.2478179	0.0022617
-0.3204541	0.0021702
-0.2902399	0.0020865
-0.1828115	0.002014
-0.042422	0.0019516
0.0936947	0.0018954
0.1898309	0.0018432
0.2404932	0.0017959
0.238662	0.0017564
0.1971556	0.0017266
0.1156687	0.001705
0.0146493	0.0016867
-0.095831	0.0016664
-0.1919673	0.0016412
-0.2597204	0.0016122
-0.2850516	0.0015838
-0.2829152	0.0015611
-0.252701	0.0015468
-0.1992919	0.0015394
-0.1181102	0.0015338
-0.0317402	0.0015229
0.0531038	0.0015001
0.1391687	0.0014622
0.2282854	0.0014097
0.2975645	0.0013468
0.3228957	0.0012796
0.3027529	0.0012138
0.2603308	0.0011532
0.2295062	0.0010992
0.2243179	0.0010512
0.2255387	0.0010078
0.2060062	0.0009675
0.1385583	0.0009292
0.0479155	0.0008929
-0.0051883	0.0008594
0.0103766	0.0008299
0.0903375	0.0008052
0.1806751	0.0007853
0.2365257	0.00077
0.2282854	0.0007591
0.1666361	0.0007527
0.0909479	0.0007507
0.0460844	0.000753
0.053409	0.0007594
0.1126167	0.0007694
0.2008179	0.0007828
0.303058	0.0007997
0.3659281	0.0008208
0.3644021	0.0008466
0.295123	0.0008766
0.1925777	0.0009093
0.0741622	0.0009435
-0.0347922	0.0009793
-0.0943051	0.001019
-0.0799609	0.001064
0.0265519	0.0011135
0.1925777	0.0011636
0.3457853	0.0012096
0.4342916	0.0012491
0.4547397	0.0012829
0.428493	0.0013145
0.3869865	0.0013478
0.3543307	0.001386
0.3616554	0.0014309
0.3946164	0.0014839
0.417506	0.0015454
0.4004151	0.0016162
0.3842398	0.0016967
0.379967	0.0017876
0.4089605	0.0018894
0.4522981	0.0020028
0.4934994	0.0021278
0.4934994	0.0022629
0.4452786	0.0024045
0.3409022	0.0025464
0.2096686	0.0026809
0.0759934	0.0028021
-0.0146493	0.0029072
-0.0747726	0.0029983
-0.1080388	0.0030817
-0.1367271	0.0031655
-0.1480193	0.0032578
-0.1577855	0.0033655
-0.1596167	0.0034926
-0.1596167	0.0036399
-0.1385583	0.0038047
-0.100409	0.0039807
-0.0305194	0.0041593
0.0683635	0.0043315
0.2032595	0.0044912
0.348532	0.0046383
0.4782396	0.0047798
0.5289019	0.0049284
0.4959409	0.0050973
0.434902	0.0052946
0.4013306	0.0055188
0.3790515	0.0057576
0.3338827	0.0059892
0.2014283	0.0061867
-0.0170909	0.0063265
-0.295123	0.0063984
-0.558811	0.0064126
-0.7565769	0.0063979
-0.8295184	0.0063894
-0.7733626	0.0064101
-0.5823109	0.0064598
-0.307636	0.0065173
-0.0012208	0.0065573
0.2557529	0.0065686
0.414454	0.0065617
0.4388696	0.006561
0.3509736	0.0065886
0.1785387	0.0066522
-0.0210584	0.0067449
-0.2081426	0.0068549
-0.340597	0.0069775
-0.4236098	0.0071192
-0.4461942	0.0072929
-0.4211683	0.0075072
-0.3381554	0.0077562
-0.1840322	0.0080159
0.0360129	0.0082503
0.2847464	0.0084242
0.5163889	0.0085178
0.6992004	0.0085356
0.819447	0.0085054
0.8875053	0.0084669
0.905817	0.0084557
0.8820118	0.008489
0.7928951	0.0085576
0.623207	0.0086279
0.3784411	0.0086541
0.0885064	0.0085959
-0.1992919	0.0084353
-0.4260514	0.0081838
-0.546298	0.0078763
-0.5295123	0.0075557
-0.4138436	0.0072562
-0.2560581	0.006995
-0.131844	0.0067738
-0.0799609	0.0065851
-0.0952207	0.0064197
-0.1278765	0.006269
-0.1150583	0.0061267
-0.0088506	0.0059882
0.1687725	0.0058522
0.3613502	0.0057217
0.4773241	0.0056036
0.4718306	0.0055066
0.3512788	0.0054378
0.1861686	0.0054011
0.0598181	0.0053975
0.0372337	0.0054273
0.1153635	0.0054907
0.2542269	0.0055879
0.3952268	0.0057191
0.4861747	0.0058817
0.4666423	0.0060668
0.3277788	0.0062548
0.0827077	0.0064165
-0.205701	0.0065221
-0.4861747	0.0065542
-0.700116	0.0065172
-0.8240249	0.0064366
-0.8411158	0.0063473
-0.7736678	0.0062785
-0.643655	0.0062433
-0.4901422	0.0062372
-0.340597	0.0062442
-0.2279802	0.0062453
-0.1565647	0.0062248
-0.1052921	0.0061727
-0.032961	0.006085
0.0744674	0.0059618
0.2160776	0.0058073
0.3463957	0.0056292
0.4342916	0.0054381
0.4611488	0.0052458
0.4477202	0.0050638
0.4345968	0.004901
0.4547397	0.0047634
0.5154734	0.0046539
0.5713239	0.0045715
0.5511811	0.0045104
0.4410059	0.0044602
0.2899347	0.0044063
0.1446621	0.0043337
0.0305194	0.0042309
-0.0625649	0.0040936
-0.1666361	0.0039252
-0.2810841	0.003736
-0.3872917	0.0035396
-0.4370384	0.0033494
-0.3964475	0.0031743
-0.2838308	0.0030174
-0.1641946	0.0028768
-0.084844	0.0027486
-0.0579869	0.0026301
-0.0595129	0.0025206
-0.0640908	0.0024213
-0.0601233	0.0023335
-0.0515779	0.0022586
-0.0500519	0.0021972
-0.0637856	0.0021492
-0.08637	0.0021144
-0.0994934	0.0020927
-0.1019349	0.0020839
-0.0997986	0.0020878
-0.0943051	0.002104
-0.075383	0.0021309
-0.0460844	0.0021664
-0.0222792	0.002207
0.0112922	0.0022492
0.0860648	0.0022905
0.205701	0.0023308
0.3421229	0.0023733
0.4309345	0.0024235
0.4309345	0.0024864
0.3421229	0.0025618
0.2078374	0.0026433
0.0677532	0.0027199
-0.0494415	0.0027807
-0.1495453	0.00282
-0.2398828	0.0028395
-0.3204541	0.0028477
-0.3747787	0.0028559
-0.3790515	0.0028744
-0.3152658	0.0029086
-0.2069218	0.0029579
-0.0994934	0.0030167
-0.0225844	0.0030778
0.0198376	0.0031344
0.045474	0.0031816
0.0793505	0.003217
0.1419154	0.0032399
0.2365257	0.0032519
0.3494476	0.003257
0.4526033	0.0032619
0.5145578	0.0032743
0.5188305	0.0033013
0.4791552	0.0033471
0.4046878	0.0034124
0.3027529	0.003495
0.1828115	0.0035924
0.0872856	0.0037036
0.051883	0.0038292
0.1074284	0.003971
0.2136361	0.0041301
0.2877983	0.004306
0.2755906	0.0044947
0.1675517	0.0046884
-0.0036623	0.0048761
-0.1910517	0.005048
-0.3561619	0.0052003
-0.4733565	0.0053391
-0.5411097	0.0054787
-0.5658304	0.005636
-0.5548434	0.0058231
-0.4989929	0.0060405
-0.3906488	0.0062747
-0.241714	0.0065013
-0.0701947	0.0066918
0.0967466	0.0068235
0.2475127	0.0068869
0.390954	0.0068901
0.5304279	0.0068569
0.6778368	0.0068195
0.7657328	0.0068057
0.7434536	0.0068271
0.5801746	0.0068704
0.3146554	0.0069009
0.0064091	0.0068768
-0.2661295	0.0067687
-0.4638955	0.0065723
-0.569798	0.0063084
-0.6024538	0.0060115
-0.5765122	0.0057152
-0.5185253	0.0054414
-0.4278826	0.0051984
-0.325032	0.0049845
-0.2227919	0.0047942
-0.1501556	0.0046237
-0.1199414	0.0044719
-0.1379479	0.0043404
-0.188305	0.004231
-0.2429347	0.0041449
-0.2603308	0.0040823
-0.2310322	0.0040424
-0.1590063	0.0040234
-0.0845389	0.0040223
-0.0280779	0.0040351
-0.0073247	0.0040567
-0.0070195	0.0040812
0.021974	0.0041022
0.1315388	0.0041147
0.2990905	0.0041168
0.4764085	0.0041125
0.6052005	0.0041114
0.6604407	0.0041252
0.6183239	0.0041611
0.4950253	0.0042166
0.3085515	0.0042797
0.1092596	0.0043342
-0.0585973	0.0043674
-0.1574803	0.0043753
-0.1941036	0.0043629
-0.1876946	0.0043404
-0.1779283	0.0043188
-0.1834218	0.0043074
-0.2142465	0.0043127
-0.2523958	0.004339
-0.2972594	0.0043894
-0.3338827	0.004466
-0.3415125	0.0045698
-0.3033632	0.0047015
-0.2221815	0.0048611
-0.1202466	0.0050484
-0.0463896	0.0052638
-0.031435	0.0055078
-0.0805713	0.0057806
-0.1602271	0.0060805
-0.2264543	0.0064012
-0.2298114	0.0067277
-0.1104804	0.0070337
0.1467985	0.0072837
0.5185253	0.0074432
0.8936092	0.0074937
1.1615699	0.0074425
1.2567906	0.0073212
1.2015504	0.007171
1.0660441	0.0070281
0.9399988	0.0069148
0.8701093	0.0068408
0.8725508	0.0068085
0.9122261	0.0068178
0.9641091	0.0068678
1.0059208	0.0069571
1.023622	0.0070825
0.9882195	0.0072372
0.8914729	0.0074095
0.7431484	0.0075818
0.5731551	0.0077328
0.4080449	0.0078404
0.2710126	0.007886
0.1513764	0.0078573
0.0357077	0.0077499
-0.1126167	0.0075685
-0.2887139	0.0073262
-0.4690838	0.0070439
-0.6030642	0.0067469
-0.6711225	0.0064594
-0.6579991	0.0061992
-0.5655252	0.0059742
-0.41598	0.0057844
-0.2749802	0.0056268
-0.1822011	0.0054998
-0.1696881	0.0054042
-0.218214	0.0053409
-0.3149606	0.0053081
-0.4211683	0.005301
-0.5377525	0.0053144
-0.6442654	0.0053467
-0.7361289	0.0054011
-0.7791613	0.0054835
-0.7648172	0.0055976
-0.6790576	0.0057386
-0.536837	0.0058916
-0.3564671	0.0060339
-0.1706037	0.0061421
-0.0009156	0.0061998
0.144357	0.0062026
0.2566685	0.0061587
0.307636	0.0060853
0.3106879	0.0060031
0.3097723	0.0059313
0.3344931	0.0058843
0.357993	0.0058703
0.3656229	0.0058898
0.361045	0.0059354
0.3311359	0.0059905
0.2212659	0.0060313
0.0247207	0.0060316
-0.2313374	0.0059706
-0.4739669	0.0058422
-0.6668498	0.0056585
-0.7727522	0.0054458
-0.7883172	0.0052337
-0.7043887	0.005043
-0.5649149	0.0048798
-0.4004151	0.0047379
-0.2551425	0.0046061
-0.1446621	0.0044756
-0.0882012	0.004344
-0.0766038	0.0042139
-0.1043765	0.0040898
-0.1431362	0.0039758
-0.1559543	0.003874
-0.1184154	0.0037843
-0.0393701	0.003705
0.0579869	0.0036336
0.1449673	0.0035677
0.2099738	0.0035065
0.260636	0.0034512
0.2978697	0.0034048
0.317097	0.0033711
0.3152658	0.0033541
0.3048892	0.0033564
0.3024477	0.0033785
0.3198437	0.0034175
0.3253372	0.0034662
0.2719282	0.0035133
0.1388635	0.0035451
-0.0595129	0.0035493
-0.2749802	0.0035205
-0.4464994	0.0034634
-0.52585	0.0033916
-0.4944149	0.0033215
-0.3875969	0.0032652
-0.2609412	0.0032272
-0.17274	0.0032048
-0.1525972	0.0031914
-0.1739608	0.0031797
-0.1666361	0.003163
-0.087896	0.0031358
0.0698895	0.0030951
0.2356101	0.0030416
0.3476164	0.0029803
0.3589086	0.002919
0.292071	0.0028658
0.2075322	0.0028263
0.1730452	0.0028033
0.1965452	0.0027971
0.2523958	0.0028071
0.2710126	0.0028312
0.2218763	0.0028672
0.111396	0.002912
-0.0045779	0.0029631
-0.0802661	0.0030191
-0.0900324	0.0030802
-0.0704999	0.0031473
-0.0573765	0.0032215
-0.0845389	0.0033033
-0.1440518	0.003393
-0.2224867	0.0034909
-0.2896295	0.0035983
-0.3454801	0.0037177
-0.3772203	0.0038533
-0.401941	0.0040094
-0.4126228	0.0041891
-0.3973631	0.0043926
-0.3271684	0.0046152
-0.2288958	0.0048472
-0.1254349	0.0050753
-0.0399805	0.005285
0.0363181	0.0054636
0.128792	0.0056036
0.2615516	0.005706
0.4455838	0.0057818
0.6406031	0.0058512
0.7648172	0.0059368
0.7654276	0.0060523
0.6256485	0.0061925
0.3872917	0.0063296
0.1016297	0.0064227
-0.1641946	0.0064347
-0.3756943	0.0063477
-0.5066227	0.0061689
-0.5810902	0.0059255
-0.6103888	0.0056525
-0.6116096	0.0053814
-0.5731551	0.0051322
-0.5292071	0.0049117
-0.4785448	0.0047156
-0.4233046	0.0045329
-0.3424281	0.0043504
-0.2261491	0.0041573
-0.0790454	0.0039485
0.0555454	0.003726
0.144357	0.0034973
0.1532076	0.0032724
0.097357	0.0030597
0.0088506	0.0028635
-0.0570714	0.0026845
-0.087896	0.0025214
-0.076909	0.0023725
-0.0650064	0.0022367
-0.0631752	0.0021132
-0.0689739	0.0020016
-0.0650064	0.0019014
-0.0665324	0.0018122
-0.0735519	0.0017334
-0.0866752	0.0016645
-0.0967466	0.001605
-0.1141427	0.0015544
-0.1376427	0.0015122
-0.166331	0.0014784
-0.1901361	0.0014529
-0.2011231	0.001436
-0.1910517	0.0014279
-0.1751816	0.0014285
-0.1550388	0.0014375
-0.1361167	0.0014544
-0.1092596	0.0014786
-0.0772142	0.0015097
-0.0448636	0.0015477
-0.042422	0.0015928
-0.0637856	0.0016456
-0.0820973	0.0017069
-0.0637856	0.0017775
0.0030519	0.0018585
0.0909479	0.0019508
0.1391687	0.0020542
0.1141427	0.0021671
0.0103766	0.0022859
-0.1327596	0.0024075
-0.2850516	0.0025312
-0.3946164	0.0026611
-0.4407007	0.0028032
-0.4135384	0.0029601
-0.3216749	0.0031257
-0.1815907	0.0032842
-0.0146493	0.0034152
0.1764024	0.0035033
0.3885125	0.0035461
0.5798694	0.0035576
0.7016419	0.0035608
0.6955381	0.0035754
0.555759	0.0036057
0.317097	0.003637
0.0402857	0.0036455
-0.2075322	0.0036127
-0.3769151	0.003537
-0.4495514	0.0034324
-0.4281878	0.0033204
-0.3399866	0.003218
-0.2136361	0.0031331
-0.0796557	0.0030657
0.0466947	0.003014
0.1220778	0.0029775
0.1153635	0.0029575
0.0244156	0.0029552
-0.1184154	0.0029697
-0.2722334	0.0029997
-0.3918696	0.0030449
-0.4471098	0.003107
-0.4138436	0.0031875
-0.3051944	0.0032861
-0.150766	0.0034008
0.0033571	0.0035308
0.1242141	0.0036783
0.1706037	0.0038464
0.1165843	0.004035
-0.0320454	0.0042356
-0.241714	0.0044322
-0.4629799	0.0046086
-0.6473173	0.0047559
-0.7602393	0.0048779
-0.7935055	0.0049892
-0.7657328	0.005108
-0.7114082	0.0052492
-0.6500641	0.0054205
-0.5884148	0.0056213
-0.5240188	0.0058444
-0.4571812	0.0060784
-0.3894281	0.0063091
-0.3198437	0.0065203
-0.2456815	0.0066951
-0.1461881	0.0068181
-0.0057987	0.0068778
0.1873894	0.0068727
0.4196423	0.0068143
0.6497589	0.0067282
0.7932003	0.0066461
0.7962522	0.0065924
0.6512849	0.0065703
0.4223891	0.0065579
0.1571751	0.0065173
-0.0967466	0.0064135
-0.314045	0.0062313
-0.4681682	0.0059814
-0.5582006	0.0056937
-0.5804798	0.0054025
-0.544772	0.0051318
-0.4492462	0.0048884
-0.2929866	0.0046638
-0.0827077	0.004444
0.1196362	0.0042196
0.2679607	0.0039918
0.2981749	0.0037693
0.2102789	0.003562
0.0381493	0.0033748
-0.1529024	0.0032071
-0.295123	0.0030568
-0.336019	0.0029229
-0.2713178	0.002806
-0.1251297	0.0027061
0.0326558	0.0026224
0.1495453	0.0025542
0.1815907	0.0025015
0.1348959	0.0024633
0.020448	0.0024367
-0.1159739	0.0024173
-0.2530062	0.0024017
-0.3534151	0.0023904
-0.4080449	0.0023872
-0.4025514	0.0023962
-0.3564671	0.0024176
-0.2762009	0.0024446
-0.1651102	0.0024658
-0.0140389	0.0024697
0.1748764	0.0024513
0.3738632	0.0024154
0.4999084	0.0023747
0.5072331	0.0023412
0.3692852	0.0023186
0.1294024	0.0022994
-0.1492401	0.0022716
-0.3741683	0.0022278
-0.4779344	0.0021701
-0.428493	0.0021079
-0.2704022	0.0020506
-0.0726363	0.0020036
0.0579869	0.0019686
0.0781298	0.0019455
-0.0235	0.001933
-0.1849478	0.0019287
-0.3543307	0.0019297
-0.4724409	0.0019345
-0.5289019	0.0019443
-0.5182201	0.0019622
-0.4532137	0.0019909
-0.3387658	0.0020315
-0.2279802	0.0020843
-0.1562595	0.0021496
-0.1562595	0.0022278
-0.2163828	0.0023197
-0.3167918	0.0024254
-0.4126228	0.0025453
-0.4852591	0.0026805
-0.5047916	0.0028315
-0.4764085	0.0029963
-0.3882073	0.0031679
-0.2530062	0.0033339
-0.0820973	0.0034803
0.0802661	0.0035963
0.2081426	0.0036793
0.2789477	0.003736
0.3134347	0.0037805
0.3329671	0.0038287
0.3582982	0.0038932
0.3695904	0.0039791
0.3509736	0.0040809
0.2658243	0.0041833
0.1226882	0.0042649
-0.0820973	0.0043055
-0.2993957	0.0042956
-0.4977721	0.0042413
-0.6241226	0.0041632
-0.686077	0.004086
-0.6735641	0.0040265
-0.5737655	0.0039845
-0.3702008	0.0039443
-0.0872856	0.0038861
0.2099738	0.0037999
0.4056034	0.0036931
0.4434475	0.0035843
0.315571	0.0034894
0.0897272	0.0034102
-0.174266	0.003335
-0.3970579	0.0032484
-0.5347006	0.003143
-0.5533175	0.003022
-0.5057071	0.0028959
-0.4321553	0.0027754
-0.3732528	0.0026673
-0.3262528	0.0025746
-0.3085515	0.0024977
-0.3091619	0.0024361
-0.3354087	0.0023895
-0.3695904	0.0023576
-0.4040774	0.0023402
-0.4196423	0.0023369
-0.4199475	0.0023473
-0.3927852	0.0023701
-0.3543307	0.0024037
-0.2987853	0.0024458
-0.2221815	0.0024946
-0.1162791	0.0025493
-0.0296039	0.0026107
0.0134286	0.002681
-0.0103766	0.002763
-0.0711103	0.0028588
-0.1162791	0.0029698
-0.1095648	0.0030958
-0.0656168	0.003235
-0.010987	0.0033829
0.0354026	0.0035315
0.0952207	0.0036701
0.1974608	0.003787
0.3573827	0.0038733
0.5502655	0.003927
0.7239211	0.0039559
0.8313496	0.0039758
0.8469145	0.0040045
0.7846548	0.0040531
0.6634926	0.0041208
0.5099799	0.0041946
0.3534151	0.0042554
0.2185192	0.0042848
0.1040713	0.0042716
0.0158701	0.004214
-0.0650064	0.0041181
-0.1330648	0.0039957
-0.1934933	0.003861
-0.2414088	0.0037271
-0.2661295	0.0036047
-0.2646036	0.0035005
-0.2438503	0.0034169
-0.2145517	0.0033526
-0.1785387	0.003304
-0.1232985	0.0032669
-0.0527986	0.0032386
0.0186169	0.0032186
0.0756882	0.0032097
0.1184154	0.0032157
0.1260453	0.00324
0.0949155	0.0032822
0.0167857	0.0033372
-0.0885064	0.0033952
-0.2108893	0.0034444
-0.337545	0.003475
-0.4553501	0.0034822
-0.5459928	0.0034678
-0.6024538	0.0034391
-0.623207	0.0034066
-0.621681	0.0033806
-0.6140512	0.0033692
-0.6100836	0.0033769
-0.6088628	0.0034039
-0.5987914	0.0034459
-0.5585058	0.0034946
-0.4791552	0.0035379
-0.3570775	0.0035627
-0.2136361	0.0035575
-0.0741622	0.0035164
0.0418116	0.0034415
0.1431362	0.0033427
0.2209608	0.0032346
0.2728438	0.0031319
0.2691815	0.003044
0.2081426	0.0029724
0.0888116	0.0029111
-0.0595129	0.0028513
-0.1989868	0.0027865
-0.2987853	0.0027164
-0.3512788	0.0026465
-0.3415125	0.0025846
-0.2969542	0.0025362
-0.2230971	0.0025015
-0.1419154	0.002476
-0.0582921	0.0024534
0.0189221	0.0024292
0.1028505	0.0024029
0.177318	0.0023781
0.2365257	0.0023607
0.2499542	0.0023554
0.2075322	0.0023629
0.1028505	0.0023791
-0.0350974	0.0023975
-0.1767076	0.0024135
-0.2771165	0.0024276
-0.3305255	0.0024453
-0.3283892	0.0024732
-0.2954282	0.0025144
-0.2435451	0.0025647
-0.1602271	0.0026135
-0.0097662	0.0026487
0.1916621	0.002663
0.4083501	0.0026591
0.5505707	0.0026487
0.5710187	0.0026453
0.4452786	0.0026544
0.2215711	0.0026691
-0.0271623	0.0026749
-0.2102789	0.0026596
-0.3109931	0.0026214
-0.3332723	0.0025692
-0.3189282	0.0025167
-0.2749802	0.0024741
-0.2310322	0.0024447
-0.1779283	0.0024238
-0.0939999	0.0024032
0.043948	0.0023758
0.2060062	0.00234
0.3445645	0.0023006
0.3958371	0.0022662
0.3433437	0.0022428
0.1892205	0.00223
-0.0064091	0.0022216
-0.1846426	0.00221
-0.2829152	0.0021919
-0.3103827	0.0021694
-0.2755906	0.0021482
-0.2176036	0.0021339
-0.1513764	0.0021301
-0.1007142	0.0021387
-0.0668376	0.00216
-0.0796557	0.0021942
-0.1269609	0.0022411
-0.2148569	0.0023005
-0.2963438	0.0023731
-0.3570775	0.0024599
-0.3671489	0.0025608
-0.3320515	0.0026725
-0.2536166	0.0027865
-0.1495453	0.0028893
-0.0097662	0.0029662
0.1709089	0.003007
0.3711164	0.0030111
0.5267655	0.0029893
0.5911616	0.002959
0.5490447	0.0029365
0.4345968	0.0029286
0.2942074	0.002931
0.1672465	0.0029311
0.0515779	0.002915
-0.0527986	0.0028737
-0.152292	0.0028056
-0.2322529	0.002716
-0.2664347	0.0026145
-0.251175	0.0025112
-0.2288958	0.0024141
-0.2237075	0.0023284
-0.2395776	0.0022563
-0.2502594	0.0021975
-0.2551425	0.0021509
-0.2374413	0.0021142
-0.185253	0.0020855
-0.0964414	0.0020638
0	0.0020498
0.0701947	0.0020454
0.0796557	0.0020524
0.0277727	0.0020714
-0.0680584	0.0021006
-0.1721296	0.0021378
-0.2682659	0.0021823
-0.3302204	0.0022356
-0.3558567	0.0023007
-0.3402918	0.0023784
-0.2838308	0.0024643
-0.17274	0.0025477
-0.009461	0.0026152
0.1803699	0.0026558
0.3482268	0.0026663
0.4477202	0.0026531
0.4727461	0.0026291
0.4306293	0.0026079
0.3549411	0.0025985
0.2734542	0.0026036
0.2093634	0.0026206
0.1690777	0.0026439
0.1422206	0.0026667
0.1107856	0.0026823
0.0671428	0.0026841
-0.0021364	0.0026662
-0.0982726	0.0026244
-0.2203504	0.0025574
-0.3506684	0.0024685
-0.4699994	0.0023651
-0.5472136	0.0022578
-0.566746	0.0021562
-0.5069279	0.0020656
-0.3900385	0.0019857
-0.2646036	0.0019121
-0.1706037	0.0018398
-0.1165843	0.0017658
-0.0970518	0.0016899
-0.0943051	0.0016141
-0.1052921	0.0015408
-0.1257401	0.0014719
-0.1513764	0.0014084
-0.1535128	0.0013506
-0.119331	0.0012985
-0.0366233	0.0012519
0.0540194	0.0012111
0.1117012	0.0011768
0.1037661	0.0011494
0.0421168	0.0011282
-0.0494415	0.0011112
-0.1309284	0.0010956
-0.1919673	0.0010792
-0.2255387	0.0010613
-0.2429347	0.0010428
-0.2420192	0.0010253
-0.2343893	0.0010108
-0.2298114	0.001001
-0.2389672	0.0009968
-0.2502594	0.0009985
-0.2597204	0.0010059
-0.251175	0.001018
-0.2285906	0.0010328
-0.1876946	0.0010482
-0.1345907	0.0010624
-0.0558506	0.0010747
0.0231948	0.0010861
0.0885064	0.0010993
0.1159739	0.0011171
0.0930843	0.001141
0.0238052	0.0011698
-0.0762986	0.0012
-0.1858634	0.0012278
-0.2694867	0.0012515
-0.3183178	0.0012724
-0.3262528	0.0012942
-0.3177074	0.001321
-0.2862724	0.0013549
-0.2453763	0.0013959
-0.1898309	0.0014412
-0.1312336	0.0014868
-0.0686687	0.0015291
-0.0213636	0.0015658
0.0131234	0.0015967
0.0347922	0.0016239
0.0766038	0.001651
0.1379479	0.0016828
0.2172984	0.0017229
0.2493438	0.0017721
0.1986816	0.0018257
0.0558506	0.0018736
-0.1251297	0.0019028
-0.3048892	0.0019029
-0.4425319	0.0018711
-0.5298175	0.0018127
-0.5459928	0.001739
-0.5160837	0.0016616
-0.4571812	0.001589
-0.4046878	0.0015249
-0.3717268	0.0014694
-0.3601294	0.0014204
-0.3399866	0.0013755
-0.3131295	0.0013327
-0.28261	0.0012902
-0.2600256	0.0012474
-0.2340841	0.0012037
-0.2005127	0.0011598
-0.1355063	0.0011165
-0.0662272	0.0010756
-0.0213636	0.0010387
-0.031435	0.0010074
-0.0824025	0.000982
-0.1541232	0.0009622
-0.2105841	0.0009474
-0.2407984	0.0009373
-0.2432399	0.0009323
-0.2310322	0.0009328
-0.2014283	0.0009389
-0.1583959	0.0009499
-0.0906427	0.0009653
-0.0277727	0.0009844
0.0033571	0.0010074
-0.0210584	0.0010347
-0.0808765	0.0010668
-0.142831	0.0011044
-0.1477141	0.0011477
-0.0997986	0.0011967
-0.0155649	0.0012519
0.0647012	0.0013139
0.1242141	0.0013837
0.1327596	0.0014609
0.0872856	0.0015424
-0.0186169	0.0016219
-0.1535128	0.001692
-0.2945126	0.0017472
-0.4040774	0.0017879
-0.4791552	0.0018202
-0.5224928	0.0018536
-0.5386681	0.0018951
-0.5069279	0.0019447
-0.4101813	0.0019935
-0.2279802	0.0020274
-0.0073247	0.0020343
0.1928829	0.0020104
0.3033632	0.0019634
0.3094671	0.0019074
0.2243179	0.0018551
0.1101752	0.0018119
-0.0027467	0.0017746
-0.0924739	0.0017354
-0.1641946	0.0016867
-0.2157724	0.0016244
-0.271623	0.0015489
-0.3219801	0.0014638
-0.373558	0.001375
-0.3976683	0.0012877
-0.3906488	0.0012058
-0.3616554	0.0011307
-0.3143502	0.001062
-0.2432399	0.000998
-0.175792	0.0009378
-0.1294024	0.0008812
-0.1266557	0.0008288
-0.1635842	0.0007809
-0.2304218	0.0007378
-0.3021425	0.0006991
-0.3528047	0.0006645
-0.350058	0.0006338
-0.3021425	0.0006069
-0.2365257	0.0005831
-0.1861686	0.0005614
-0.1562595	0.000541
-0.1403894	0.0005216
-0.1181102	0.0005035
-0.0939999	0.0004873
-0.0933895	0.0004736
-0.1196362	0.0004627
-0.1593115	0.0004545
-0.197766	0.0004488
-0.2200452	0.0004454
-0.2270646	0.0004442
-0.2099738	0.0004453
-0.185253	0.0004489
-0.1666361	0.000455
-0.1678569	0.0004636
-0.1864738	0.0004745
-0.2160776	0.0004878
-0.2469023	0.0005031
-0.2758957	0.0005206
-0.2957334	0.0005404
-0.3021425	0.0005629
-0.295123	0.0005885
-0.2838308	0.0006177
-0.2734542	0.0006506
-0.2670451	0.0006876
-0.2615516	0.0007287
-0.251175	0.0007742
-0.2310322	0.0008243
-0.2142465	0.0008794
-0.2279802	0.0009399
-0.2697919	0.0010061
-0.3122139	0.0010783
-0.3216749	0.0011569
-0.2853568	0.0012421
-0.2127205	0.0013342
-0.1336752	0.0014339
-0.075383	0.0015421
-0.0729415	0.0016596
-0.1248245	0.0017861
-0.2227919	0.0019206
-0.328084	0.0020622
-0.4220839	0.0022111
-0.4696942	0.0023699
-0.4696942	0.0025415
-0.4251358	0.0027282
-0.3622658	0.0029302
-0.2896295	0.003146
-0.2066166	0.0033747
-0.117805	0.0036172
-0.0491363	0.0038768
-0.0198376	0.0041579
-0.0457792	0.0044639
-0.1117012	0.0047953
-0.2069218	0.0051507
-0.3024477	0.0055288
-0.3949216	0.0059314
-0.4632851	0.0063638
-0.4986877	0.0068328
-0.4794604	0.0073411
-0.3961423	0.0078822
-0.2438503	0.0084376
-0.0427272	0.0089794
0.1687725	0.0094771
0.3573827	0.0099053
0.5011292	0.0102506
0.5987914	0.0105136
0.6802783	0.0107078
0.7776354	0.0108571
0.9030703	0.010992
1.045596	0.0111458
1.169505	0.0113477
1.2290179	0.0116125
1.1682842	0.0119289
0.9692974	0.0122539
0.656168	0.0125184
0.2945126	0.012647
-0.0616493	0.012584
-0.361045	0.0123123
-0.5774278	0.011858
-0.6955381	0.0112769
-0.7288042	0.0106341
-0.6964536	0.0099849
-0.6302265	0.0093655
-0.557285	0.0087934
-0.5069279	0.0082734
-0.4910578	0.0078042
-0.513337	0.0073823
-0.5691876	0.0070043
-0.6290057	0.0066663
-0.6674602	0.006363
-0.6500641	0.0060873
-0.5450772	0.0058293
-0.3756943	0.0055779
-0.1895257	0.0053244
-0.0421168	0.0050652
0.0317402	0.0048037
0.0384545	0.0045476
