AR	NL
5.6437557	0.3199471
5.6458489	0.3446636
5.652674	0.3715231
5.6663355	0.5322374
5.6715538	0.9832344
5.6718541	0.8548138
5.6738124	0.0013518
5.6768868	0.2699657
5.6772669	0.2219604
5.6784397	0.1374841
5.6794615	0.7028411
5.6806133	0.7942489
5.6808542	0.8522927
5.6844867	0.0890106
5.6854247	0.0392508
5.6858124	0.8029653
5.689398	0.9888292
5.6920076	0.3694209
5.6930524	0.4886573
5.6978404	0.8793492
5.700401	0.2480283
5.7030976	0.8271593
5.7083618	0.730751
5.7144553	0.9291261
5.7170552	0.1707062
5.7182294	0.289899
5.7184096	0.2702567
5.7231898	0.7249775
5.7259397	0.7630149
5.7347014	0.8376507
5.7376936	0.4779351
5.7394691	0.3704705
5.7455881	0.8873837
5.7481631	0.7999533
5.7514754	0.1172534
5.7525681	0.8104494
5.7626593	0.5472336
5.7635643	0.571225
5.7713542	0.3670516
5.7790968	0.7564909
5.7815999	0.9035641
5.7832906	0.1095576
5.8000642	0.7172848
5.8020942	0.5828431
5.8038926	0.1720333
5.8114816	0.8490027
5.8121212	0.8948328
5.8130883	0.9001832
5.8155651	0.4305311
5.8179348	0.4589786
5.8199621	0.7815068
5.8225059	0.0394908
5.8245267	0.413726
5.8257901	0.1490574
5.8265078	0.4069139
5.8323663	0.8086022
5.8392513	0.6310275
5.841206	0.5580509
5.8417037	0.3697243
5.8507387	0.6729757
5.8639882	0.5759958
5.8702368	0.2621951
5.8739336	0.1302619
5.8767174	0.4424876
5.8806098	0.2509531
5.8821902	0.864852
5.8834679	0.8584105
5.8862847	0.8653407
5.8936245	0.7329648
5.906705	0.4230611
5.9067088	0.2258539
5.9069406	0.3805922
5.9091595	0.0660677
5.9116429	0.5504268
5.9154158	0.3926553
5.9267548	0.7941866
5.9299097	0.1283104
5.9304941	0.6057995
5.9319779	0.4092626
5.9404019	0.2138289
5.941472	0.391799
5.9462731	0.6045496
5.9481167	0.3772199
5.9528501	0.2164503
5.9543955	0.1822673
5.9544945	0.0295173
5.9554136	0.1124899
5.9592391	0.077231
5.9717283	0.8486869
5.9755302	0.7800568
5.9872117	0.3202335
5.9986739	0.7295558
5.9995107	0.6892734
6.0033055	0.0220142
6.0041352	0.7466769
6.016761	0.1721317
6.0173327	0.7999292
6.019274	0.7678208
6.0209581	0.3697811
6.0210716	0.5651762
6.0248751	0.6760181
6.0290057	0.0263603
6.0380196	0.1853079
6.0419779	0.7728211
6.0435414	0.7709587
6.0443073	0.9349564
6.0459239	0.7859232
6.0470813	0.6741423
6.0512384	0.7240374
6.0598099	0.9987857
6.0615631	0.3755975
6.072461	0.3977967
6.0795677	0.3722472
6.0980993	0.5059522
6.0991347	0.9809537
6.1052356	0.2020645
6.1109776	0.620649
6.1148708	0.3649918
6.1167572	0.959681
6.1181556	0.6161885
6.1228423	0.2947168
6.1246269	0.5410383
6.1326626	0.4485812
6.1327003	0.4720319
6.138003	0.6317232
6.142916	0.9702282
6.1519364	0.6124379
6.1570386	0.5575438
6.1577857	0.9988996
6.169998	0.8944231
6.1708797	0.7136737
6.1728537	0.1159541
6.1745888	0.157005
6.1766116	0.8074291
6.1854488	0.9612793
6.1911484	0.210444
6.1913063	0.7147074
6.1942797	0.5029101
6.1950207	0.6218995
6.1982895	0.3359978
6.2055732	0.6631069
6.2088518	0.4326937
6.2105397	0.563018
6.2181266	0.2567565
6.2201772	0.3750947
6.22377	0.4820799
6.2246512	0.6448705
6.2289865	0.522271
6.2365184	0.1930154
6.2380165	0.9392233
6.2398695	0.8642826
6.2444899	0.8326621
6.2561505	0.2377084
6.257691	0.7083081
6.2651815	0.6128879
6.2677571	0.5137886
6.2696665	0.2975415
6.2816161	0.1670568
6.2842289	0.5468522
6.2859759	0.7013925
6.2902564	0.323473
6.2915436	0.9807456
6.2940294	0.6136087
6.2943458	0.5612643
6.3030945	0.2841955
6.3050915	0.5305549
6.3100435	0.4023584
6.3121993	0.5088583
6.3158047	0.8368921
6.317092	0.1028082
6.3178648	0.5244072
6.3226858	0.6705204
6.3274766	0.2513511
6.3338577	0.5988313
6.3396653	0.510569
6.3501696	0.6546972
6.3519611	0.6471723
6.3538756	0.1090754
6.3545494	0.4822425
6.371942	0.5387384
6.3752969	0.1582114
6.3808453	0.2525671
6.3950196	0.797313
6.4076425	0.1215803
6.4115139	0.9846319
6.4151624	0.140191
6.4176455	0.2365957
6.4196693	0.1477488
6.4277196	0.6353586
6.4366102	0.9325382
6.4388107	0.9983168
6.443776	0.6389787
6.4537862	0.2668288
6.4643702	0.7509538
6.4744887	0.243274
6.4784604	0.7309425
6.4806354	0.4595375
6.4885234	0.1746339
6.4940063	0.9134698
6.5039548	0.1774717
6.5133818	0.9139706
6.5184699	0.5414298
6.5207953	0.6342868
6.5261722	0.0358513
6.5414622	0.3804644
6.5416782	0.6471604
6.5441648	0.2664974
6.5547719	0.0426761
6.5560049	0.7370646
6.5572954	0.3116422
6.5580564	0.8819213
6.5715537	0.589636
6.5732317	0.1187196
6.5825554	0.9131212
6.5980211	0.0892589
6.6070461	0.8642991
6.6072264	0.2952999
6.6086134	0.9814617
6.6123302	0.8981995
6.6125186	0.6675498
6.6128848	0.2011267
6.6161996	0.9075551
6.6163479	0.8735989
6.6188226	0.1134393
6.6228571	0.6647243
6.6246763	0.1873466
6.6256486	0.9963662
6.6305508	0.9654588
6.6357899	0.8406398
6.6380638	0.2935491
6.6554647	0.2794386
6.6607843	0.7584046
6.6713704	0.7162842
6.6765425	0.8007128
6.7058279	0.7069727
6.7058982	0.9141722
6.7149581	0.3397817
6.7162256	0.3379437
6.7282259	0.4893906
6.7309405	0.4814094
6.7328534	0.4475229
6.7466841	0.8250049
6.7564588	0.5094139
6.7635759	0.2512711
6.7657609	0.3811206
6.7707333	0.4541646
6.7744977	0.5379169
6.797654	0.7724777
6.811889	0.5122084
6.8512771	0.195476
6.8516949	0.6966353
6.8554851	0.82396
6.8685081	0.6553257
6.8732929	0.9107329
6.8859979	0.7711799
6.8889741	0.9725052
6.8948143	0.9365384
6.9022838	0.8347472
6.91271	0.6511369
6.917536	0.9994737
6.9646475	0.3436524
6.9763856	0.8838077
6.9825378	0.3977176
6.9841043	0.3921162
6.9985296	0.6172802
7.0053612	0.7114758
7.0125539	0.7540324
7.0137384	0.6149864
7.0248939	0.8850356
7.0254659	0.2572173
7.0372499	0.2559555
7.0425347	0.9124467
7.0440736	0.6786125
7.0499073	0.9993853
7.0685189	0.2065322
7.0700042	0.2148107
7.0716884	0.6537898
7.0739939	0.3983039
7.0764158	0.7236692
7.0872042	0.2393972
7.0898036	0.6211358
7.0906126	0.9417323
7.0920828	0.4146849
7.1023673	0.8249178
7.1248867	0.5995752
7.1291473	0.1450703
7.1318038	0.4789377
7.1357072	0.9833889
7.1428368	0.1561623
7.1693818	0.4466771
7.1750314	0.4358134
7.1896759	0.6512469
7.194305	0.2191516
7.2268546	0.2816728
7.2472844	0.2619216
7.2560868	0.1718039
7.2599839	0.242172
7.2737193	0.2627757
7.2779056	0.2569322
7.2847896	0.5737
7.286529	0.5182325
7.298143	0.630367
7.3216762	0.6134192
7.3217903	0.4097042
7.3460672	0.7805906
7.3492135	0.2827689
7.3579244	0.739074
7.372756	0.1790829
7.4061689	0.7607194
7.4298024	0.7061711
7.4407843	0.8028584
7.4843173	0.7706668
7.4847315	0.2733868
7.4930851	0.7920824
7.4979064	0.4331878
7.5011836	0.6692387
7.5160014	0.2115459
7.5364608	0.5284125
7.5650486	0.1550314
7.5709986	0.5266135
7.5805796	0.5131632
7.6092321	0.9643055
7.6097369	0.3837412
7.6305028	0.8057396
7.6307385	0.943311
7.6318043	0.7265194
7.7008363	0.800839
7.701873	0.3304178
7.7087696	0.875153
7.7159149	0.8198579
7.7160494	0.2725858
7.7182863	0.2573496
7.7487603	0.5509028
7.7561322	0.4330965
7.7591309	0.1401583
7.760385	0.8954006
7.7972058	0.3235734
7.8005201	0.3422019
7.8305395	0.7291072
7.8426859	0.9772137
7.8465374	0.4571406
7.8488415	0.1849842
7.8504689	0.5086502
7.8647326	0.7057559
7.8689127	0.8407946
7.8734332	0.3870558
7.9002325	0.3589228
7.9039872	0.1822083
7.9220779	0.8714447
7.9362179	0.6918235
7.9590364	0.4177061
7.9885723	0.2949384
8.0087813	0.307728
8.0209238	0.3609097
8.0218863	0.307386
8.028	0.1718379
8.0286489	0.1988217
8.0315683	0.1738715
8.0362766	0.3269593
8.0665178	0.3056624
8.0976642	0.2509635
8.1001807	0.4383114
8.112098	0.244557
8.1619718	0.8194743
8.1812484	0.3470024
8.1862475	0.469973
8.2130519	0.1775769
8.2257328	0.660578
8.241283	0.3737089
8.2561404	0.889382
8.2651693	0.5175037
8.2693462	0.1500228
8.3081352	0.246364
8.3241743	0.2139081
8.3416718	0.2586277
8.351357	0.1694183
8.3689128	0.870427
8.370798	0.7009058
8.3746139	0.5203856
8.3943547	0.4069032
8.4135876	0.6155719
8.4223566	0.1445439
8.4298411	0.6732563
8.4564761	0.4126089
8.471434	0.4627127
8.4767504	0.9040134
8.4776809	0.7639237
8.4806739	0.9959244
8.4932231	0.9075982
8.5100649	0.5761224
8.5449361	0.6302083
8.5832837	0.3101038
8.6206814	0.2498242
8.6269885	0.7947783
8.6412461	0.2369941
8.6417593	0.0332643
8.6649314	0.5621677
8.7052798	0.3754646
8.709614	0.6520506
8.7207371	0.661532
8.7670698	0.6806674
8.7794562	0.6863044
8.7810667	0.2280868
8.7904656	0.5801402
8.8144286	0.2008514
8.8274428	0.5232025
8.850155	0.7078958
8.8590699	0.9417568
8.9057393	0.6236214
8.910634	0.1741038
8.9174443	0.0414299
8.9186784	0.7652452
8.982604	0.3156739
8.9848485	0.2827517
9.0124153	0.7805618
9.0402355	0.4588864
9.0521047	0.9785934
9.0637998	0.2251207
9.0831608	0.2539305
9.1179546	0.6860228
9.1199632	0.2264738
9.1329849	0.7380589
9.1354447	0.5644934
9.1625899	0.5637701
9.1743177	0.1515076
9.1960458	0.502296
9.2199819	0.9739724
9.2307604	0.191411
9.2349281	0.469663
9.2473171	0.6911664
9.2563238	0.1750727
9.2723164	0.6420216
9.2750812	0.6857571
9.3300667	0.3091963
9.3410616	0.5984024
9.370892	0.6402215
9.3780533	0.2059481
9.3872484	0.8108413
9.4132231	0.8836773
9.4268053	0.2669329
9.4501871	0.255614
9.5035352	0.2062184
9.5144883	0.3851525
9.5953403	0.7842029
9.5976571	0.6453848
9.6470694	0.7353203
9.654797	0.3186216
9.6569258	0.8928509
9.6972865	0.3503698
9.7013663	0.8210866
9.701609	0.2102129
9.7096374	0.5622023
9.7439254	0.2295616
9.7544588	0.9162822
9.7745154	0.4347689
9.7753947	0.6519579
9.7799029	0.1420126
9.8328786	0.2090053
9.8458214	0.1081442
9.8463595	0.0974664
9.8835169	0.3553827
9.9465738	0.7954126
9.9567112	0.4431102
9.9666004	0.3544633
9.9834079	0.2494303
10.0360997	0.5262792
10.0430108	0.5462967
10.0431903	0.5395084
10.0834669	0.2353824
10.0902469	0.9225379
10.1125527	0.5408486
10.1275067	0.3057045
10.2487327	0.3053745
10.2714902	0.3842085
10.312115	0.1473715
10.4007078	0.338208
10.4508411	0.1143217
10.4523616	0.9744837
10.4620038	0.7277149
10.5135613	0.3938266
10.5136778	0.6968215
10.5195271	0.3101984
10.5394425	0.3038486
10.5449704	0.1751605
10.5505	0.1860589
10.6956845	0.514181
10.7043872	0.300066
10.7183781	0.3352636
10.8253932	0.1169767
10.8960422	0.6229213
10.9181722	0.884984
10.9275083	0.8797496
10.978742	0.1390967
10.9994511	0.2346222
11.0090416	0.6180422
11.0132392	0.8698112
11.0994949	0.2519062
11.1108275	0.5618921
11.1730884	0.2183688
11.1856287	0.648814
11.2922149	0.1270184
11.2952179	0.1532981
11.295755	0.297622
11.3445867	0.2059884
11.3494701	0.6509712
11.3780935	0.7217638
11.4080284	0.9558209
11.4764241	0.5351016
11.4906509	0.158221
11.5515296	0.1643873
11.5587162	0.2544384
11.5764706	0.6585895
11.6092993	0.2231228
11.6174523	0.7865613
11.6262596	0.110711
11.6407125	0.5077875
11.641591	0.2577168
11.6632124	0.9194793
11.6733333	0.2766012
11.6970573	0.1002662
11.7600894	0.5482924
11.7816774	0.3426362
11.79036	0.1829691
11.8377049	0.758827
11.8754821	0.5928991
11.8855487	0.923709
11.8924066	0.2746755
11.95595	0.8318359
12.0012146	0.9874951
12.0226306	0.3557671
12.032948	0.9307275
12.0364787	0.6402799
12.0514109	0.6031568
12.0578415	0.9071364
12.0735835	0.8256758
12.1008487	0.1280283
12.113414	0.2307905
12.129932	0.6786859
12.1426399	0.6567177
12.2064229	0.1587642
12.2229336	0.6685707
12.2584699	0.1456783
12.2756627	0.6971747
12.3008305	0.1306889
12.3078302	0.1790346
12.3874001	0.3799788
12.4548456	0.2445212
12.4760592	0.2109364
12.4882747	0.5082812
12.4885726	0.2124371
12.5285505	0.9992926
12.5907756	0.610465
12.6266667	0.7218729
12.6490308	0.1899632
12.7436346	0.9943164
12.8411348	0.8984714
12.8471892	0.7355824
12.8844567	0.4160921
12.9729837	0.3044207
12.9787234	0.8274845
13.1072027	0.8374788
13.1211515	0.8832701
13.2071188	0.9223712
13.2246398	0.1503979
13.2433217	0.4091415
13.2525798	0.204935
13.4175393	0.4685129
13.4175824	0.9992046
13.4772509	0.1440101
13.493265	0.1368787
13.5070316	0.163018
13.5226495	0.1254639
13.5677618	0.9968501
13.5995004	0.6434637
13.6201102	0.9769744
13.6588078	0.1567684
13.7170707	0.1594205
13.7344633	0.7468136
13.7348993	0.5234183
13.7448234	0.168015
13.8601053	0.4673443
13.9286927	0.4076765
13.9519541	0.2671004
13.9625919	0.3931632
13.9669007	0.9166966
13.9807096	0.2202915
14.006091	0.4791468
14.0488121	0.128942
14.1153846	0.5124323
14.1594043	0.8525146
14.1912335	0.0740654
14.2855356	0.6356454
14.374972	0.141486
14.5459213	0.7826782
14.5557629	0.1478143
14.5656325	0.297632
14.594098	0.9315023
14.6043095	0.5943617
14.6307956	0.4140788
14.6325564	0.4666348
14.7036527	0.7221339
14.7233475	0.2024274
14.7541886	0.3220518
14.7760642	0.8167697
14.7825815	0.9811938
14.7856729	0.1775605
14.8022599	0.9707207
14.8301757	0.2126421
14.9198056	0.886871
14.9488235	0.2045182
14.9666864	0.2345524
14.9706479	0.2258893
15.1110712	0.445457
15.1507583	0.8981685
15.1829365	0.8478128
15.1962894	0.2222668
15.2694321	0.8353605
15.2994269	0.9418444
15.3055222	0.8235719
15.4093102	0.1535316
15.4404412	0.9869768
15.4736575	0.9961833
15.5421607	0.4733707
15.5626649	0.6582733
15.7624151	0.1938353
15.9386389	0.8861069
16.0681132	0.0085376
16.0839085	0.3908503
16.102649	0.9880185
16.1183295	0.1825384
16.1330998	0.8826372
16.1808905	0.7817849
16.1914414	0.3626992
16.2242178	0.1503039
16.2606101	0.2006777
16.3716427	0.3983783
16.5589478	0.0889547
16.660214	0.9782756
16.6703961	0.125062
16.8433205	0.4247719
16.8795649	0.1687192
16.8907483	0.3107706
17.100175	0.9902325
17.1051931	0.8242046
17.1062538	0.1387433
17.1117735	0.545054
17.2337913	0.9999575
17.2837805	0.6826011
17.3467742	0.9422131
17.5469016	0.7263467
17.7241045	0.7335472
17.8256844	0.7794642
17.8711933	0.0538773
17.8905677	0.0927309
17.9766846	0.1764055
18.0756303	0.6115568
18.1684149	0.9091824
18.5105624	0.1035967
18.5547884	0.1147236
18.7757628	0.1792786
18.9330916	0.9333844
19.0527396	0.8437736
19.1458576	0.8342595
19.2885937	0.8634901
19.3764239	0.1804591
19.5255864	0.6679495
19.6105845	0.4407014
19.7818868	0.5428886
19.7912409	0.8929725
19.8283988	0.725741
19.9020522	0.5443408
19.9316447	0.601482
19.9489362	0.7297985
20.0682705	0.8100832
20.1742548	0.120594
20.2010444	0.9970912
20.4136804	0.1397075
20.5786517	0.9018517
20.8007246	0.3828763
20.8375747	0.1106982
20.8399044	0.7227193
20.8708798	0.9992534
21.1242502	0.8806676
21.2506868	0.2048149
21.2573892	0.7540879
21.3027631	0.7365494
21.7367861	0.9644069
21.7448606	0.8913241
21.7771776	0.4587406
21.8727506	0.6134761
21.996	0.4732127
21.9974359	0.5667062
22.0061714	0.2412711
22.2245646	0.2904864
22.3393526	0.839493
22.5898193	0.1392368
22.5963234	0.121201
22.6352724	0.7712878
22.7957133	0.470993
22.8853448	0.9782661
22.98159	0.6911642
23.165038	0.865401
23.1835443	0.792886
23.1994065	0.3576278
23.2208605	0.2041632
23.5914303	0.9964323
23.7179228	0.1258313
23.7580128	0.4783793
23.8835517	0.7999535
23.9322957	0.6038708
24.038162	0.9953304
24.1255449	0.5788728
24.2429775	0.8720167
24.3031496	0.5663204
24.5580247	0.8642439
24.6100427	0.7053761
24.6158048	0.1264774
24.6191064	0.781033
24.6924731	0.8362006
24.7273518	0.128854
24.7331288	0.9641968
24.9668364	0.2006359
25.0398366	0.5932047
25.2202305	0.5212867
25.4543414	0.1703956
25.5547933	0.1697942
25.6006601	0.4895226
25.7980653	0.5250812
25.8286871	0.8431645
25.9275053	0.5235806
26.1301518	0.2283796
26.1722684	0.2366704
26.252818	0.3193731
26.2622449	0.674928
26.3752475	0.3486583
26.3836344	0.8432286
26.5630854	0.4134422
26.5947283	0.1545725
26.6151978	0.3210491
26.7628571	0.9314205
26.9326484	0.688617
27.0152039	0.8594223
27.4182638	0.858064
27.562701	0.9923615
27.7864897	0.5795481
27.9821045	0.4655674
28.4365733	0.6220337
28.6459016	0.9519619
28.7011747	0.7710952
29.011335	0.9737373
29.0181125	0.621997
29.1117686	0.8141553
29.1235741	0.662919
29.1834532	0.7436643
29.4668571	0.1699958
29.8473581	0.2975945
29.9265176	0.3949536
30.0051606	0.4164278
30.0222545	0.5742742
30.3076487	0.9511198
30.6115897	0.7788568
30.8479087	0.8305509
30.987069	0.9778996
31.1003135	0.9999111
31.4282051	0.7663868
31.4910277	0.7730386
31.7124711	0.4304535
32.0278054	0.5431197
32.0822963	0.9993118
32.0918521	0.043974
32.1188933	0.1943744
32.2982456	0.3942505
32.3159609	0.5994796
32.3842046	0.2107501
32.7394689	0.9521801
32.7442748	0.8435115
32.9094075	0.0879195
32.9732456	0.0427986
33.460371	0.6093714
33.5065604	0.9978434
33.5867769	0.3995085
33.6758893	0.9951571
34.2904911	0.950175
34.2914365	0.7707613
34.3502825	0.9987704
34.3680456	0.837686
34.5390016	0.8191318
34.6910569	0.7064042
34.7131411	0.4171785
35.0880282	0.5603587
35.2890173	0.4925106
35.3038674	0.9999303
35.8788592	0.1718155
36.152019	0.8866685
36.7440476	0.8558856
36.8831169	0.9044512
36.9277857	0.5940919
37.300578	0.9490439
37.4184397	0.8821735
37.9419698	0.973615
38.3593381	0.5147077
41.3257288	0.2987902
41.4927885	0.7617298
41.8010471	0.659164
44.1325301	0.5815412
45.124269	0.8650417
45.2334152	0.8716706
45.4050343	0.8428205
45.8443735	0.9010861
45.8849741	0.7344144
46.6753555	0.6156786
47.4659653	0.572495
48.5087719	0.8619712
50.6428571	0.7886665
50.8816199	0.8307844
51.927593	0.9992007
53.4728033	0.5417938
53.5291375	0.9853545
54.075419	0.8502598
55.882716	0.3736014
55.9030303	0.9463093
56.8498728	0.8440252
58.7586207	0.9063025
60.4268097	0.0601053
65.6267806	0.3108391
65.7226277	0.9984915
66.0143541	0.8913376
66.9527721	0.8741503
67.9509979	0.2433569
71.0373333	0.999208
71.8598726	0.3220956
73.3161512	0.76155
75.0348837	0.5842173
77.2205438	0.2950727
80.2086957	0.3686585
81.6613419	0.8472647
85.4074074	0.6554148
86.0084034	0.9984272
86.9245283	0.8972484
94.7671233	0.5792427
97.6960784	0.7125713
100.0065189	0.7788646
101.89375	0.8735842
102.0503145	0.9746562
102.4862385	0.5758517
103.2642487	0.9881345
104.3818182	0.8156581
105.2	0.9996493
107.55	0.8351605
120.6631016	0.680033
122.4296296	0.4562163
133.6811594	0.6144129
138.3108108	0.7829463
151.6296296	0.6224314
156.0192308	0.8706978
163.3606557	0.3517585
174.957265	0.8024655
186.8677249	0.7239099
187.8181818	0.8812212
202.0614035	0.730555
219.3664596	0.8501952
236.5625	0.7206741
278.3088235	0.8491563
