AR	NL
3.0218176	0.3809131
3.0228501	0.8133535
3.0243549	0.2641101
3.031554	0.2956519
3.0321224	0.8973646
3.0347985	0.8656923
3.0390817	0.3279253
3.0407389	0.3054622
3.0421531	0.7693491
3.0490095	0.4583091
3.0497575	0.295028
3.053947	0.8033707
3.0548838	0.5976455
3.057515	0.543537
3.0625859	0.2698273
3.0697567	0.7612703
3.0814831	0.5139572
3.0818019	0.2178659
3.083606	0.7570011
3.0843741	0.3604397
3.091502	0.1951253
3.1062761	0.7500438
3.1071063	0.5730765
3.1119386	0.1168511
3.1120163	0.77619
3.112799	0.6717516
3.1165742	0.4551923
3.1247731	0.3321663
3.1283043	0.9258351
3.129336	0.3095044
3.1299234	0.9615772
3.1299919	0.929523
3.1410055	0.1390377
3.1510067	0.3128886
3.1516566	0.3734344
3.1546475	0.6491795
3.1580773	0.6481227
3.1616806	0.0034477
3.1699721	0.888668
3.1732527	0.7146351
3.1811825	0.5406131
3.1816718	0.3776737
3.1835259	0.290583
3.1901881	0.494215
3.1958128	0.475219
3.1972431	0.6378642
3.2	0.120145
3.2023351	0.9490473
3.2058788	0.0692201
3.2108582	0.6937742
3.2123727	0.6715844
3.2128703	0.2821217
3.2149807	0.5939866
3.2181172	0.9613312
3.2200944	0.6953111
3.2220311	0.5263773
3.2255856	0.7378056
3.2258663	0.4969653
3.2288198	0.1843855
3.2301766	0.6029509
3.2315166	0.5714578
3.235199	0.9609948
3.2366885	0.5882827
3.2367865	0.8883409
3.2409753	0.1217395
3.2414122	0.2702404
3.2434932	0.3724466
3.2469269	0.1342966
3.2482788	0.5306708
3.2496426	0.356227
3.2555038	0.498144
3.2562561	0.0096874
3.2595512	0.5238045
3.2596761	0.949796
3.2693218	0.763399
3.2708704	0.1041231
3.2745548	0.124429
3.2823259	0.8524984
3.2855023	0.7148134
3.2855962	0.3666014
3.2861757	0.3861316
3.2931396	0.848932
3.304674	0.0111891
3.3124834	0.7829816
3.3146152	0.4782036
3.3198441	0.40725
3.3223513	0.8062572
3.325748	0.0879012
3.3335069	0.8265349
3.3389448	0.6086401
3.3409324	0.0524835
3.341366	0.301387
3.3429683	0.1735183
3.3472997	0.2037209
3.3579114	0.4672845
3.3592308	0.0659743
3.3599573	0.5599918
3.3626988	0.4977292
3.3644027	0.6572864
3.3704825	0.1356938
3.3837528	0.3278383
3.386929	0.5471948
3.3909791	0.6498199
3.3914701	0.0514664
3.3961328	0.8422429
3.4022436	0.4589567
3.4028789	0.136633
3.4042277	0.0231852
3.4076747	0.9330436
3.4154871	0.1488693
3.4156168	0.7528391
3.4192345	0.1712702
3.4329342	0.6269303
3.4329722	0.4438275
3.4372937	0.1369728
3.4390551	0.1440005
3.4502405	0.4588041
3.4545287	0.581672
3.4601733	0.6592675
3.4668175	0.7165346
3.4676073	0.5947413
3.4681352	0.4428622
3.4692743	0.4507879
3.481105	0.5641717
3.4823824	0.7197473
3.4869987	0.804452
3.4988907	0.083551
3.5002402	0.322311
3.5019182	0.5442791
3.508158	0.5420081
3.512191	0.7106065
3.5140301	0.2336547
3.5147975	0.7520593
3.5200344	0.9753603
3.5204	0.2442099
3.5237769	0.9543049
3.5302858	0.6787551
3.5349389	0.362324
3.5419884	0.6866678
3.5437134	0.6586369
3.5474096	0.4074174
3.555061	0.3676465
3.557514	0.7162892
3.5643933	0.2733154
3.5769927	0.5685932
3.5789881	0.3998141
3.5804669	0.0061549
3.5832766	0.9833598
3.5838177	0.7246289
3.606993	0.3669253
3.6109333	0.4070842
3.6114333	0.4001483
3.6132906	0.5700786
3.6166708	0.3743518
3.621781	0.9183485
3.6238589	0.0599667
3.6431891	0.2604943
3.64374	0.8041806
3.6456989	0.2991832
3.6482713	0.2300816
3.6486063	0.3764497
3.6512001	0.5222061
3.6522191	0.0034967
3.6550116	0.0133725
3.657877	0.4812455
3.6590217	0.3665661
3.6674525	0.7454005
3.6719408	0.862432
3.6765581	0.5939779
3.6799112	0.1419052
3.6824112	0.1565356
3.6832272	0.2407398
3.6865504	0.2810094
3.6913265	0.6574813
3.6930041	0.9998099
3.6939595	0.0421024
3.7002092	0.9506522
3.7015085	0.8399194
3.7022259	0.6425638
3.7044232	0.3819412
3.7068815	0.5556818
3.7094252	0.5484581
3.7173097	0.7976153
3.7200209	0.9905071
3.7347014	0.5092578
3.7359272	0.633384
3.7377443	0.7641221
3.7446536	0.6338029
3.7589533	0.8948175
3.7636545	0.5099072
3.7681434	0.5239491
3.7741221	0.3241846
3.7744153	0.7604109
3.7804689	0.3554169
3.7884926	0.5733189
3.7977414	0.3559783
3.7979192	0.5026875
3.8034908	0.8082184
3.8051894	0.7325579
3.8106968	0.7744816
3.8169433	0.8576289
3.8188356	0.5184296
3.8201301	0.5783828
3.8217225	0.3232592
3.8244302	0.7446617
3.8261358	0.745387
3.8343672	0.9978479
3.8449198	0.7596925
3.847307	0.3880849
3.8510056	0.4244313
3.8856144	0.0120271
3.890084	0.492983
3.9046534	0.4863236
3.9077289	0.3457096
3.9103504	0.7062954
3.9164674	0.2541045
3.9201318	0.489092
3.920852	0.6873119
3.9221816	0.9981979
3.9226671	0.3045264
3.9227366	0.458023
3.92558	0.28854
3.9271036	0.1530631
3.9380553	0.8732132
3.9397791	0.1362803
3.9426263	0.7647052
3.9465178	0.267253
3.9550883	0.6434178
3.9556641	0.5499892
3.9578642	0.2950702
3.9659612	0.7295545
3.9679357	0.8086458
3.9711732	0.2270264
3.97187	0.41205
3.9731687	0.1248174
3.9780393	0.6066137
3.9780484	0.5498271
3.9803207	0.7561372
3.9854305	0.2713827
3.9854914	0.9999874
3.9859774	0.7129301
3.9866436	0.2509831
3.987013	0.8009285
3.9932144	0.818523
3.9952267	0.550668
3.9978535	0.80309
3.9985934	0.6940512
4.0010946	0.7738521
4.0030694	0.637701
4.0068447	0.1013091
4.0079467	0.110844
4.0127249	0.1713448
4.0161225	0.8851805
4.0190799	0.3173675
4.0190903	0.3294733
4.0200238	0.6232159
4.0238972	0.7651968
4.0253824	0.8399387
4.0315201	0.4256677
4.0374291	0.248437
4.050751	0.661128
4.0515079	0.1390051
4.0586556	0.4308809
4.0590746	0.459429
4.0626272	0.7251025
4.0667995	0.4228574
4.0805871	0.3642547
4.0829424	0.4143868
4.0856688	0.9907796
4.0881594	0.5053958
4.098204	0.611494
4.1021666	0.1482994
4.1085575	0.1609072
4.1126333	0.4878127
4.1152974	0.376557
4.1155403	0.6299476
4.1186561	0.8477809
4.119039	0.4283375
4.1231556	0.500936
4.1239229	0.5003092
4.1244756	0.9478811
4.1283761	0.3341534
4.1334822	0.5348244
4.1356798	0.4947115
4.137028	0.6903735
4.1391576	0.5357695
4.1452542	0.2479363
4.1480537	0.8033909
4.1514286	0.9313935
4.1547969	0.421634
4.1640449	0.7768785
4.169152	0.0782478
4.170684	0.4628777
4.1762874	0.4085907
4.1823888	0.0395267
4.1836958	0.7925383
4.186309	0.6974569
4.1930441	0.7117655
4.1964115	0.271271
4.1965967	0.3843079
4.1982705	0.1847545
4.204403	0.5810751
4.2064995	0.1777191
4.2094036	0.4682168
4.2103202	0.6142069
4.215477	0.1485104
4.2223368	0.4056998
4.226642	0.467966
4.2282765	0.9211287
4.2348257	0.6768198
4.236225	0.2692416
4.2542881	0.0415633
4.2627975	0.0755968
4.2705935	0.4999871
4.2713148	0.7130046
4.2719064	0.8763494
4.2733219	0.914041
4.2743291	0.6355901
4.2782179	0.5288377
4.2805254	0.0364848
4.2881515	0.4975093
4.2913741	0.6222686
4.2937063	0.2965933
4.3002526	0.7827648
4.3013145	0.727613
4.3020065	0.5998875
4.3022242	0.3521423
4.3107116	0.6585729
4.3131627	0.5003229
4.3139298	0.7875992
4.3144438	0.1907871
4.3206453	0.1578272
4.3247207	0.6362898
4.3260826	0.4874554
4.3265956	0.3368299
4.3273249	0.5420658
4.3290323	0.7533709
4.3341583	0.0337974
4.3353853	0.4740651
4.3358974	0.4125797
4.3410789	0.4380133
4.3452775	0.4293134
4.3647908	0.4753587
4.3680787	0.1458759
4.3714453	0.9847244
4.3768389	0.8465955
4.3769566	0.2839115
4.3807357	0.1994846
4.3824938	0.8433179
4.3845649	0.6075816
4.3859906	0.3251229
4.3921014	0.7646585
4.3936382	0.0682593
4.3942151	0.9990826
4.3951165	0.9622978
4.398807	0.413456
4.4004962	0.5438965
4.402716	0.3489409
4.4118051	0.5646206
4.4135998	0.5560332
4.4149515	0.3549734
4.4201011	0.6324129
4.4264645	0.4940257
4.4333515	0.0150114
4.4336788	0.5206691
4.4345491	0.5477157
4.4399251	0.5495242
4.4529805	0.6591016
4.4585981	0.3621375
4.4606239	0.5770706
4.4652058	0.374261
4.4667588	0.3363037
4.4674868	0.7058284
4.4795018	0.377868
4.4830287	0.6546926
4.4897475	0.789249
4.4916642	0.3249207
4.4937069	0.2355841
4.5082232	0.5680061
4.5102211	0.2630282
4.5128651	0.22268
4.5205534	0.9923298
4.521503	0.7598939
4.5222266	0.9771453
4.5236002	0.3319543
4.5431057	0.740654
4.5555833	0.360801
4.5584991	0.15919
4.5613263	0.1464519
4.573166	0.3130439
4.5757417	0.7623132
4.581018	0.4191455
4.5835845	0.970955
4.5854973	0.6475423
4.5911674	0.1932535
4.5932167	0.8526619
4.6047535	0.1042943
4.6123532	0.462355
4.6126998	0.8574418
4.6128025	0.4455236
4.616005	0.2654953
4.6463602	0.2174881
4.648004	0.483417
4.6550201	0.4459821
4.6577431	0.5101422
4.662738	0.9722312
4.664122	0.5994777
4.6659154	0.3257509
4.6663113	0.3923927
4.6827414	0.1788462
4.6828872	0.4155364
4.6851018	0.6361475
4.6863504	0.2587243
4.6896974	0.6762034
4.6953443	0.426192
4.697277	0.8866643
4.7029736	0.921558
4.7080661	0.4974919
4.7097285	0.4987157
4.7163182	0.9918298
4.7173988	0.4654503
4.7318741	0.323865
4.741606	0.0579848
4.7437272	0.1837527
4.7481554	0.1137596
4.7496347	0.8753169
4.7550716	0.3292651
4.7601331	0.1281458
4.7634179	0.5533898
4.7652082	0.9364267
4.7661905	0.1141048
4.7734352	0.0198588
4.7798781	0.0734272
4.7813373	0.4873735
4.7917212	0.3974712
4.7939175	0.5574753
4.803564	0.4911351
4.806672	0.50733
4.8156393	0.3373668
4.8173546	0.7483891
4.8189614	0.6344333
4.8269344	0.612732
4.8285135	0.5992279
4.8300317	0.4406903
4.8359909	0.6256931
4.8439293	0.5738384
4.8463169	0.5161893
4.8473251	0.5720998
4.8680466	0.1621226
4.8682064	0.2394992
4.8714888	0.6483578
4.8763176	0.9631807
4.8814938	0.8895533
4.8823325	0.5424786
4.8888889	0.8010093
4.8900655	0.9908171
4.8910307	0.572495
4.892238	0.2842449
4.8926625	0.7040144
4.8945656	0.9319938
4.9020676	0.9851722
4.9065618	0.5051535
4.9083627	0.4350522
4.9089817	0.5640333
4.9206778	0.3497807
4.9247163	0.2578635
4.9265056	0.7981658
4.9287562	0.1681319
4.9358641	0.2434531
4.9384418	0.4985573
4.9393957	0.4433525
4.9416596	0.2489898
4.9522347	0.7662543
4.9560894	0.7782969
4.9595944	0.6460956
4.9621212	0.2149475
4.9627951	0.4760943
4.9672102	0.795061
4.9703415	0.8366177
4.9763916	0.3523247
4.9797584	0.8386355
4.9959698	0.1360278
4.9966055	0.8364326
4.9976663	0.8681475
5.0030864	0.6729625
5.0101042	0.3291653
5.0124035	0.6852088
5.0240221	0.5016347
5.0248836	0.4735912
5.0361	0.6105985
5.0372941	0.4741282
5.0397983	0.6159788
5.0523519	0.5673137
5.0658515	0.7909084
5.0708019	0.0058329
5.0718019	0.8141977
5.0724327	0.2294259
5.0738855	0.4041108
5.0739833	0.6130286
5.078051	0.431247
5.0838752	0.5397238
5.0852166	0.5195464
5.0857931	0.8164634
5.08716	0.481119
5.093409	0.7330666
5.0939804	0.4610306
5.0952041	0.7128232
5.1022177	0.8669662
5.1161914	0.2921351
5.1210589	0.0625081
5.1249882	0.5856761
5.127609	0.4829743
5.1332583	0.1215729
5.1342961	0.5730523
5.1369035	0.2142237
5.1379079	0.7915142
5.1389881	0.5500608
5.1419712	0.7744342
5.1469917	0.8866159
5.1477018	0.2837391
5.1550128	0.294455
5.1583213	0.6488742
5.1596166	0.8124814
5.1721661	0.1541445
5.1731159	0.1115201
5.1812081	0.9126474
5.1844119	0.7739186
5.1864979	0.9863032
5.1877419	0.6610331
5.1891445	0.4544467
5.1940848	0.1682342
5.2039072	0.6140347
5.2079168	0.7380366
5.2124617	0.3567754
5.2125326	0.7893621
5.2178325	0.0525944
5.2291331	0.6774158
5.2340942	0.2279114
5.236644	0.5514819
5.2403433	0.683964
5.2461434	0.6650828
5.2517778	0.3622739
5.25219	0.6195825
5.2584073	0.1413134
5.2610384	0.3480468
5.2637205	0.8624206
5.2642914	0.6511267
5.2681223	0.9977586
5.2685006	0.2054721
5.270705	0.4724531
5.2721788	0.9429382
5.2726604	0.5223768
5.2740654	0.2119557
5.2763646	0.9324837
5.2786766	0.2478272
5.2798165	0.173179
5.2829081	0.0303699
5.2841015	0.9095635
5.2844886	0.106325
5.2951657	0.6934445
5.2979514	0.3338866
5.3099314	0.9794354
5.3122836	0.7904315
5.3132389	0.2209096
5.3189742	0.4251503
5.3237147	0.3165922
5.3251856	0.4973236
5.3307433	0.3042202
5.3314104	0.9891032
5.3327666	0.3208922
5.3342851	0.0740525
5.340486	0.0743398
5.3410037	0.2579887
5.3457217	0.4024793
5.3577555	0.0629893
5.3611738	0.3701084
5.3619874	0.176484
5.3653981	0.3046352
5.3667835	0.2782084
5.3726228	0.7993259
5.3736671	0.5721584
5.374487	0.2042185
5.380695	0.120208
5.381894	0.1325404
5.394672	0.7829267
5.3963066	0.6908891
5.4042342	0.3369329
5.4077342	0.6683971
5.4109331	0.1831516
5.4153467	0.4627377
5.4154046	0.5239856
5.4254499	0.7987842
5.4256727	0.840782
5.4262415	0.3691035
5.4267992	0.5138948
5.4299731	0.5445206
5.4447081	0.9209242
5.4469649	0.5329298
5.4498445	0.6957018
5.4536823	0.9811011
5.458835	0.3639265
5.4592604	0.6769617
5.46098	0.8505115
5.4619676	0.1664031
5.4621483	0.8592141
5.4652605	0.4399836
5.4711754	0.3220556
5.4752073	0.8143277
5.4813652	0.2806756
5.4827403	0.6369907
5.4830239	0.509783
5.5015494	0.2460963
5.5071882	0.5044176
5.5107623	0.7898103
5.523415	0.3730204
5.5264319	0.0986147
5.5282245	0.3670377
5.5384848	0.5768977
5.5434704	0.321831
5.5467015	0.7175633
5.5525638	0.1706986
5.5539482	0.8294786
5.5685005	0.9278786
5.5706161	0.2683797
5.5706483	0.200796
5.5710517	0.8427002
5.5719096	0.6074119
5.5751628	0.6383502
5.5830241	0.591265
5.5851336	0.8061367
5.5886625	0.6451224
5.591925	0.6012004
5.5976849	0.6927104
5.5994199	0.4497727
5.6025256	0.2451929
5.6042847	0.4133418
5.612118	0.4727337
5.6217629	0.7794385
5.6295353	0.9827154
5.6351196	0.9670256
5.6407024	0.1827357
5.6414545	0.4991634
